,Date,Open,High,Low,Close,Adj Close,Volume,Name,Change,ChangeAverage+,ChangeAverage-,RSI,OBV,OBV_Regression,OBV_Regression_err,Close_Regression,Close_Regression_err,EMA26,EMA12,MACD
0,2020-10-19,446.239990234375,447.0,428.8699951171875,430.8299865722656,430.8299865722656,36287800,TSLA,,,,,36287800,0.0,0.0,0.0,0.0,430.8299865722656,430.8299865722656,0.0
1,2020-10-20,431.75,431.75,419.04998779296875,421.94000244140625,421.94000244140625,31656300,TSLA,-8.889984130859375,,,,4631500,0.0,0.0,0.0,0.0,430.171469229239,429.4622967059796,-0.7091725232593831
2,2020-10-21,422.70001220703125,432.95001220703125,421.25,422.6400146484375,422.6400146484375,32370500,TSLA,0.70001220703125,,,,37002000,0.0,0.0,0.0,0.0,429.61358370473516,428.41271485097315,-1.2008688537620174
3,2020-10-22,441.9200134277344,445.2300109863281,424.510009765625,425.7900085449219,425.7900085449219,39993200,TSLA,3.149993896484375,,,,76995200,0.0,0.0,0.0,0.0,429.33035591511936,428.0092215731191,-1.3211343420002777
4,2020-10-23,421.8399963378906,422.8900146484375,407.3800048828125,420.6300048828125,420.6300048828125,33717000,TSLA,-5.160003662109375,,,,43278200,0.0,0.0,0.0,0.0,428.6858854682818,426.8739574669181,-1.8119280013636967
5,2020-10-26,411.6300048828125,425.760009765625,410.0,420.2799987792969,420.2799987792969,28239200,TSLA,-0.350006103515625,,,,15039000,0.0,0.0,0.0,0.0,428.06322719502367,425.85950228420717,-2.2037249108165042
6,2020-10-27,423.760009765625,430.5,420.1000061035156,424.67999267578125,424.67999267578125,22686500,TSLA,4.399993896484375,,,,-7647500,0.0,0.0,0.0,0.0,427.81261723063534,425.67803926752623,-2.134577963109109
7,2020-10-28,416.4800109863281,418.6000061035156,406.0,406.0199890136719,406.0199890136719,25451400,TSLA,-18.660003662109375,,,,17803900,0.0,0.0,0.0,0.0,426.1983484738232,422.6537238438563,-3.544624629966904
8,2020-10-29,409.9599914550781,418.05999755859375,406.4599914550781,410.8299865722656,410.8299865722656,22655300,TSLA,4.80999755859375,,,,-4851400,0.0,0.0,0.0,0.0,425.05995129593003,420.8346873405347,-4.225263955395349
9,2020-10-30,406.8999938964844,407.5899963378906,379.1099853515625,388.0400085449219,388.0400085449219,42511300,TSLA,-22.78997802734375,,,,37659900,0.0,0.0,0.0,0.0,422.31773331437387,415.78935214120963,-6.5283811731642345
10,2020-11-02,394.0,406.9800109863281,392.29998779296875,400.510009765625,400.510009765625,29021100,TSLA,12.470001220703125,,,,8638800,0.0,0.0,0.0,0.0,420.7023463848369,413.43868408342735,-7.263662301409568
11,2020-11-03,409.7300109863281,427.7699890136719,406.69000244140625,423.8999938964844,423.8999938964844,34351700,TSLA,23.389984130859375,,,,42990500,0.0,0.0,0.0,0.0,420.93920916347747,415.04811636235917,-5.891092801118305
12,2020-11-04,430.6199951171875,435.3999938964844,417.1000061035156,420.9800109863281,420.9800109863281,32143100,TSLA,-2.91998291015625,,,,10847400,0.0,0.0,0.0,0.0,420.94223152072567,415.9607155352775,-4.981515985448198
13,2020-11-05,428.29998779296875,440.0,424.0,438.0899963378906,438.0899963378906,28414500,TSLA,17.1099853515625,2.800713675362723,2.5757130214146207,52.09247392959871,-17567100,0.0,0.0,0.0,0.0,422.21243632199713,419.36522027414105,-2.8472160478560795
14,2020-11-06,436.1000061035156,436.57000732421875,424.2799987792969,429.95001220703125,429.95001220703125,21706000,TSLA,-8.139984130859375,3.1210708618164062,2.5757130214146207,54.7865414203889,-39273100,0.0,0.0,0.0,0.0,422.7855900912589,420.993649802278,-1.791940288980868
15,2020-11-09,439.5,452.5,421.0,421.260009765625,421.260009765625,34833000,TSLA,-8.69000244140625,3.1210708618164062,3.176783970424107,49.55768186079417,-4440100,-17.110869202756756,1519962.6710872343,-0.22789252144949776,0.7910649497584892,422.6725841412119,421.0346282581776,-1.6379558830343512
16,2020-11-10,420.0899963378906,420.0899963378906,396.0299987792969,410.3599853515625,410.3599853515625,30284200,TSLA,-10.9000244140625,3.1210708618164062,3.583928789411272,46.5484119935031,-34724300,-17.1562774071196,1519581.6282599021,0.16621442522321428,0.7674441764992704,421.7605397864231,419.3923755033137,-2.3681642831094223
17,2020-11-11,416.45001220703125,418.70001220703125,410.5799865722656,417.1300048828125,417.1300048828125,17357700,TSLA,6.77001953125,2.9835706438337053,3.731428963797433,44.431434373325665,-52082000,-24.57764149640588,1385017.9680983382,0.06799970354352679,0.7761475059100282,421.41753720097046,419.0443184847751,-2.3732187161953675
18,2020-11-12,415.04998779296875,423.0,409.5199890136719,411.760009765625,411.760009765625,19855100,TSLA,-5.3699951171875,3.033571515764509,3.659642900739397,45.32308883283986,-32226900,-28.92680365648115,1406697.5300443138,0.2003930228097098,0.7695386143779962,420.70216479835227,417.9236556049059,-2.778509193446382
19,2020-11-13,410.8500061035156,412.5299987792969,401.6600036621094,408.5,408.5,19771100,TSLA,-3.260009765625,3.033571515764509,3.771071297781808,44.5809074610858,-51998000,-23.754120428799126,1293585.971825583,0.30821489606584823,0.7566082210451168,419.79830073921505,416.47386243492036,-3.324438304294688
20,2020-11-16,408.92999267578125,412.45001220703125,404.0899963378906,408.0899963378906,408.0899963378906,26838600,TSLA,-0.410003662109375,2.8889290945870534,3.9021432059151784,42.54010216285583,-25159400,-23.775069641319323,1293961.5525761703,0.23721498761858256,0.7643742558265453,418.93101893170956,415.18403688153114,-3.746982050178417
21,2020-11-17,460.1700134277344,462.0,433.010009765625,441.6099853515625,441.6099853515625,61188300,TSLA,33.519989013671875,4.071428571428571,3.392857142857143,54.54545454545455,36028900,-22.801590645889053,1318786.5659002422,0.1892862592424665,0.7693066746945021,420.6109423702172,419.2495674153821,-1.361374954835071
22,2020-11-18,448.3500061035156,496.0,443.5,486.6400146484375,486.6400146484375,78044000,TSLA,45.030029296875,6.876786368233817,2.8982140677315846,70.35075254760999,114072900,-16.84101929829573,1748138.1231798164,1.1486070905412944,0.8122079531459089,425.50198476119647,429.6173285281599,4.115343766963406
23,2020-11-19,492.0,508.6099853515625,487.57000732421875,499.2699890136719,499.2699890136719,62475300,TSLA,12.629974365234375,8.936072213309151,2.2560719081333707,79.84236189550968,51597600,1.390623217961673,2769771.3078365605,2.6400714329310824,1.2075861624097364,430.9662813724909,440.3331224490079,9.366841076516948
24,2020-11-20,497.989990234375,502.5,489.05999755859375,489.6099853515625,489.6099853515625,32911900,TSLA,-9.660003662109375,9.042142595563616,1.8875013078962053,82.73044094969362,18685700,7.201843030297598,2863724.1147418865,4.296784973144531,1.4411805813929894,435.3102594450147,447.91417828017006,12.603918835155355
25,2020-11-23,503.5,526.0,501.7900085449219,521.8499755859375,521.8499755859375,50260300,TSLA,32.239990234375,8.567856924874443,1.8875013078962053,81.94704317275199,68946000,13.938430061113946,2732874.1426791498,4.744999040876116,1.4940491347713019,441.72060878878676,459.2889163272112,17.56830753842445
26,2020-11-24,540.4000244140625,559.989990234375,526.2000122070312,555.3800048828125,555.3800048828125,53648500,TSLA,33.530029296875,10.185714721679688,1.8875013078962053,84.3662094401991,122594500,23.083690027688338,2744256.2823316646,5.9927486964634475,1.6596402681635278,450.13982331427013,474.0721607203807,23.93233740611055
27,2020-11-25,550.0599975585938,574.0,545.3699951171875,574.0,574.0,48930200,TSLA,18.6199951171875,11.541429792131696,1.8875013078962053,85.94451565923751,73664300,42.481083158209245,2579322.9718356193,8.313677324567522,1.8248395392973642,459.3146512169168,489.44567445570675,30.131023238789965
28,2020-11-27,581.1599731445312,598.780029296875,578.4500122070312,585.760009765625,585.760009765625,37561100,TSLA,11.760009765625,12.306072780064174,1.8875013078962053,86.70171941049529,36103200,50.076231711877845,2318193.7310733898,10.547106279645647,1.8960321824553454,468.6809740723766,504.2632645033865,35.58229043100988
29,2020-11-30,602.2100219726562,607.7999877929688,554.510009765625,567.5999755859375,567.5999755859375,63003100,TSLA,-18.1600341796875,12.306072780064174,1.515002659388951,89.03846038590976,99106300,48.06187205791011,2405947.1428177683,13.016892242431638,1.6908032958409254,476.0083075178256,514.007373900702,37.99906638287638
30,2020-12-01,597.5900268554688,597.8499755859375,572.0499877929688,584.760009765625,584.760009765625,40103500,TSLA,17.1600341796875,12.306072780064174,0.8510731288364956,93.53147609117298,59002800,49.76064000026688,2396681.931553404,14.272713470458983,1.4126417838254184,484.0639891658107,524.8923948029978,40.82840563718713
31,2020-12-02,556.4400024414062,571.5399780273438,541.2100219726562,568.8200073242188,568.8200073242188,47775700,TSLA,-15.94000244140625,12.349645342145648,0.7035729544503349,94.60996561565348,106778500,49.01924429377645,2425476.6350082937,15.217642756870815,1.1985695223948374,490.34221273310015,531.6504890370318,41.30827630393162
32,2020-12-03,590.02001953125,598.969970703125,582.4299926757812,593.3800048828125,593.3800048828125,42552000,TSLA,24.55999755859375,12.607501438685826,0.7035729544503349,94.71437891735373,64226500,48.77674808034184,2426452.382280343,14.868714141845702,1.2949969332751718,497.974641781227,541.1473376286904,43.17269584746339
33,2020-12-04,591.010009765625,599.0399780273438,585.5,599.0399780273438,599.0399780273438,29401300,TSLA,5.65997314453125,13.686786106654576,0.3953584943498884,97.19248377607423,34825200,38.48744948089669,2506565.782097706,14.761285945347376,1.3144099757744228,505.46096298464306,550.0538976900217,44.59293470537864
34,2020-12-07,604.9199829101562,648.7899780273438,603.0499877929688,641.760009765625,641.760009765625,56309700,TSLA,42.72003173828125,15.41464342389788,0.26428658621651785,98.31438378737562,91134900,25.361192780085087,2674167.781758795,14.012464359828398,1.3952554463193687,515.5571886721232,564.1625303170376,48.60534164491446
35,2020-12-08,625.510009765625,651.280029296875,618.5,649.8800048828125,649.8800048828125,64265000,TSLA,8.1199951171875,16.04785919189453,0.26428658621651785,98.37981716316465,155399900,15.17041472872985,2327768.73703686,13.569643402099612,1.3516145180915706,525.507026909952,577.3498340963877,51.84280718643572
