,Date,Open,High,Low,Close,Adj Close,Volume,Name,Change,ChangeAverage+,ChangeAverage-,RSI,OBV,OBV_Regression,OBV_Regression_err,Close_Regression,Close_Regression_err,EMA26,EMA12,MACD
36,2020-12-09,653.6900024414062,654.3200073242188,588.0,604.47998046875,604.47998046875,71291200,TSLA,-45.4000244140625,13.242501395089286,1.5957162039620536,89.24590373938125,226691100,14.039574256123123,2257300.048847526,12.485036468505859,1.144955735782935,531.3568753217148,581.5237027690588,50.16682744734396
37,2020-12-10,574.3699951171875,627.75,566.3400268554688,627.0700073242188,627.0700073242188,67083200,TSLA,22.59002685546875,11.183215550013951,2.4103589739118303,82.26839475025936,159607900,26.947599133716956,2926490.0814019796,10.35960715157645,1.2228862737852397,538.4467369515299,588.5308265467756,50.0840895952457
38,2020-12-11,615.010009765625,624.0,596.7999877929688,609.989990234375,609.989990234375,46475000,TSLA,-17.08001708984375,11.273931230817523,2.4103589739118303,82.38594082812713,113132900,39.23198487611765,2664850.191942482,9.503822217668805,1.2531795937699985,543.7462371947037,591.8322363448679,48.085999150164184
39,2020-12-14,619.0,642.75,610.2000122070312,639.8300170898438,639.8300170898438,52040600,TSLA,29.84002685546875,10.9232177734375,2.4103589739118303,81.92263771691267,165173500,36.388485032598204,2726056.3169756085,8.080357578822545,1.3709146907701426,550.8635542239733,599.2165103056334,48.35295608166007
40,2020-12-15,643.280029296875,646.9000244140625,623.7999877929688,633.25,633.25,45071500,TSLA,-6.58001708984375,9.405003138950892,2.4103589739118303,79.59978754025822,120102000,34.23049895370351,2694481.327697849,6.73146493094308,1.156733612823214,556.9662539110864,604.4524317970744,47.48617788598801
41,2020-12-16,628.22998046875,632.5,605.0,622.77001953125,622.77001953125,42095800,TSLA,-10.47998046875,7.542502267020089,3.0196446010044644,71.4106929326459,78006200,31.03163916632942,2755672.1811313075,5.6027143205915175,1.057970629290495,561.8406069199873,607.2705222177168,45.42991529772951
42,2020-12-17,628.1900024414062,658.8200073242188,619.5,655.9000244140625,655.9000244140625,56270100,TSLA,33.1300048828125,7.266431535993304,3.0196446010044644,70.64337692248681,134276300,29.28119580475035,2846293.7335335384,4.772107805524553,1.0991269578574538,568.8079711788076,614.7519840940777,45.94401291527004
43,2020-12-18,668.9000244140625,695.0,628.5399780273438,695.0,695.0,222126200,TSLA,39.0999755859375,9.846073695591517,2.791072300502232,77.91374491230079,356402500,28.34803409615086,2856032.9123858367,5.061072649274553,1.1100621771934482,578.1555288692664,627.0978326949888,48.94230382572243
44,2020-12-21,666.239990234375,668.5,646.0700073242188,649.8599853515625,649.8599853515625,58045300,TSLA,-45.1400146484375,9.846073695591517,2.971073695591518,76.81954022284762,298357200,48.15701835280982,4075243.827610915,6.371037074497767,1.244171155773764,583.4669700901773,630.5997023344617,47.1327322442844
45,2020-12-22,648.0,649.8800048828125,614.22998046875,640.3400268554688,640.3400268554688,51716000,TSLA,-9.51995849609375,9.802501133510045,4.923215593610491,66.56722599760904,246641200,64.09844124792743,4181867.504783358,5.643500191824776,1.26748988028733,587.6797891098284,632.098213799232,44.41842468940354
46,2020-12-23,632.2000122070312,651.5,622.5700073242188,645.97998046875,645.97998046875,33173000,TSLA,5.63995361328125,9.494644165039062,5.061787196568081,65.2264550917429,213468200,64.71340671065637,4180171.452437302,4.874465288434709,1.3380386692916644,591.9983218030819,634.2338702099271,42.23554840684517
47,2020-12-24,642.989990234375,666.0900268554688,641.0,661.77001953125,661.77001953125,22865600,TSLA,15.7900390625,9.180716378348214,5.061787196568081,64.45998998741463,190602600,64.67430568398684,4181086.1136302645,3.5925005231584817,1.2691614485170672,597.1665957088721,638.470200874746,41.30360516587382
48,2020-12-28,674.510009765625,681.4000244140625,660.7999877929688,663.6900024414062,663.6900024414062,32278600,TSLA,1.91998291015625,8.085359845842634,5.061787196568081,61.49896870979295,222881200,54.08562638336563,4329816.72412765,3.1314296177455354,1.2352475906453633,602.0942554668377,642.3501703465398,40.25591487970212
49,2020-12-29,661.0,669.9000244140625,655.0,665.989990234375,665.989990234375,22910800,TSLA,2.29998779296875,6.420357840401786,5.061787196568081,55.91601412218457,199970400,41.140246681190895,4197787.327961668,2.6358217511858255,1.1904113592935124,606.8272728570256,645.9870657138991,39.15979285687354
50,2020-12-30,672.0,696.5999755859375,668.3599853515625,694.780029296875,694.780029296875,42846000,TSLA,28.7900390625,7.5307159423828125,3.7303575788225447,66.87387244388351,242816400,29.967931042079893,4199990.837073166,3.1873929704938613,1.1432764430541709,613.3422918525699,653.4936754958953,40.1513836433254
51,2020-12-31,699.989990234375,718.719970703125,691.1199951171875,705.6699829101562,705.6699829101562,49649900,TSLA,10.88995361328125,8.947858537946429,2.915714808872768,75.422963017677,292466300,31.048680708702985,4198187.407080506,4.604179382324219,1.053743951139278,620.1813800790578,661.5207997134739,41.33941963441612
52,2021-01-04,719.4600219726562,744.489990234375,717.1900024414062,729.77001953125,729.77001953125,48638200,TSLA,24.10003662109375,10.000714983258929,2.915714808872768,77.42631008880694,243828100,46.55883512578806,3982897.3318340275,4.835713849748884,1.0874491870407679,628.2990570755165,672.0206796854394,43.72162260992286
53,2021-01-05,723.6599731445312,740.8400268554688,719.2000122070312,735.1099853515625,735.1099853515625,32245200,TSLA,5.3399658203125,10.596429007393974,2.915714808872768,78.42152327180938,211582900,45.685822694705706,3996272.1728083137,5.953785705566406,1.1967838693153932,636.210977688557,681.7267267109968,45.51574902243976
54,2021-01-06,758.489990234375,774.0,749.0999755859375,755.97998046875,755.97998046875,44700000,TSLA,20.8699951171875,10.701784406389509,2.915714808872768,78.58847088748219,256282900,32.96753787729519,4072050.3176378817,6.350570460728235,1.2513696431598147,645.082755672275,693.1503042121897,48.0675485399147
55,2021-01-07,777.6300048828125,816.989990234375,775.2000122070312,816.0399780273438,816.0399780273438,51498900,TSLA,60.05999755859375,13.592141287667411,2.306429181780134,85.49285178681679,307781800,31.209056773564807,4075611.1396400183,7.674820164271762,1.309495665942672,657.7462536245023,712.0564078760596,54.310154251557265
56,2021-01-08,856.0,884.489990234375,838.3900146484375,880.02001953125,880.02001953125,75055500,TSLA,63.98004150390625,17.213213239397323,2.306429181780134,88.18406028136141,382837300,27.86615182026538,3991210.2086828183,9.897748020717076,1.6963028930747548,674.2109770250022,737.8969635153196,63.68598649031742
57,2021-01-11,849.4000244140625,854.4299926757812,803.6199951171875,811.1900024414062,811.1900024414062,59301600,TSLA,-68.83001708984375,14.633571079799108,2.479642595563616,85.5103626787909,323535700,24.539619466250834,3789269.7656959346,12.767927551269532,2.333689145979116,684.3575715002913,749.1728156577944,64.81524415750312
58,2021-01-12,831.0,868.0,827.3400268554688,849.4400024414062,849.4400024414062,46270700,TSLA,38.25,14.633571079799108,3.3560703822544644,81.34442874065286,277265000,16.52559438807831,3497225.415841269,13.94517822265625,2.2140583656156947,696.5858997181517,764.598536701427,68.01263698327523
59,2021-01-13,852.760009765625,860.469970703125,832.0,854.4099731445312,854.4099731445312,33312500,TSLA,4.969970703125,16.177141462053573,1.403928484235491,92.0145446862759,243952500,30.471238609462965,2788169.1039372557,16.64121398925781,1.682065347021069,708.2765718238095,778.4156807695967,70.13910894578726
60,2021-01-14,843.3900146484375,863.0,838.75,845.0,845.0,31266300,TSLA,-9.40997314453125,16.177141462053573,1.4239283970424108,91.90998951517402,212686200,33.671877611701504,2596067.5655856733,17.62021288190569,1.517592536343721,718.404233170194,788.6594221896588,70.25518901946486
61,2021-01-15,852.0,859.9000244140625,819.0999755859375,826.1599731445312,826.1599731445312,38777600,TSLA,-18.84002685546875,15.41178458077567,2.432856968470982,86.36645649756025,251463800,26.8264266088811,2928401.9465307654,17.36142796107701,1.567239894892011,726.3861398349596,794.4287377211776,68.042597886218
62,2021-01-19,837.7999877929688,850.0,833.0,844.5499877929688,844.5499877929688,25367000,TSLA,18.3900146484375,14.779283796037946,2.4489288330078125,85.78535750784117,226096800,20.676228139548,3005392.9451584294,16.06185542515346,1.8427860045438695,735.1390174614788,802.139699270684,67.00068180920516
63,2021-01-20,858.739990234375,859.5,837.280029296875,850.4500122070312,850.4500122070312,25665900,TSLA,5.9000244140625,15.496071951729911,2.4489288330078125,86.35314167781685,251762700,7.602218500234462,3042309.4925441584,15.029677254813054,1.9822931342980674,743.6805726278161,809.5720551070451,65.89148247922901
64,2021-01-21,855.0,855.719970703125,841.4199829101562,844.989990234375,844.989990234375,20521100,TSLA,-5.46002197265625,14.40142822265625,2.4489288330078125,85.46660569317353,231241600,1.5198960354714286,3010918.6604183195,13.5470707484654,2.0853428179045164,751.1849739320056,815.0209682035575,63.83599427155184
65,2021-01-22,834.3099975585938,848.0,828.6199951171875,846.6400146484375,846.6400146484375,20066500,TSLA,1.6500244140625,12.984285627092634,2.5850001743861606,83.39679669737559,211175100,-10.744774129715466,2808802.4220400075,11.32667759486607,2.1261852431489934,758.2557176887783,819.8854368873851,61.629719198606836
66,2021-01-25,855.0,900.4000244140625,838.8200073242188,880.7999877929688,880.7999877929688,41173400,TSLA,34.15997314453125,13.013571602957589,2.5850001743861606,83.42796884686095,252348500,-20.037750630387638,2753101.1726059774,9.330821881975448,2.1409188127249448,767.3330710298294,829.256906257475,61.923835227645554
67,2021-01-26,891.3800048828125,895.9000244140625,871.5999755859375,883.0900268554688,883.0900268554688,23131600,TSLA,2.2900390625,13.263929094587054,2.5850001743861606,83.6897488119484,229216900,-16.87180458049137,2773369.502876154,7.957749938964841,1.9857616340098594,775.9076603502472,837.5389248110125,61.63126446076535
68,2021-01-27,870.3499755859375,891.5,858.6599731445312,864.1599731445312,864.1599731445312,27334000,TSLA,-18.9300537109375,12.327859061104911,3.179286411830357,79.4979261826157,256550900,-22.58297656947775,2671173.411423492,6.705037144252233,1.840186239381841,782.4448687053792,841.634470708477,59.189602003097775
69,2021-01-28,820.0,848.0,801.0,835.4299926757812,835.4299926757812,26378000,TSLA,-28.72998046875,9.437502179827009,4.881430489676339,65.90925732842592,230172900,-29.197871558617948,2322684.363309541,4.584072004045758,1.5559014301238492,786.3696927031868,840.6799356265238,54.310242923337
70,2021-01-29,830.0,842.4099731445312,780.0999755859375,793.530029296875,793.530029296875,34990800,TSLA,-41.89996337890625,5.007500784737723,7.403928484235491,40.345883429040306,265163700,-33.58899121922713,2177275.8037591884,1.8802501133510041,1.249820450799402,786.9000880064231,833.4261038835009,46.52601587707784
71,2021-02-01,814.2899780273438,842.0,795.5599975585938,839.8099975585938,839.8099975585938,25391400,TSLA,46.27996826171875,5.163929530552456,7.230715070452009,41.66258651848694,239772300,-26.112247329770316,2349356.143742999,-0.43882097516741064,1.534468868719426,790.8193405658432,834.4082413719767,43.58890080613355
72,2021-02-02,844.6799926757812,880.5,842.2000122070312,872.7899780273438,872.7899780273438,24346200,TSLA,32.97998046875,7.994641985212054,6.138571602957589,56.5663423632404,215426100,-10.550460931325851,1637121.9837073218,0.3075010027204241,1.433297841062602,796.8912396370655,840.3131239343409,43.42188429727537
73,2021-02-03,877.02001953125,878.0800170898438,853.0599975585938,854.6900024414062,854.6900024414062,18343500,TSLA,-18.0999755859375,6.982500348772321,6.138571602957589,53.21592911356402,197082600,-3.707021970315052,1198978.1058230656,0.05535779680524553,1.379158386603395,801.172629474424,842.5249513969663,41.35232192254239
74,2021-02-04,855.0,856.5,833.4199829101562,849.989990234375,849.989990234375,15812700,TSLA,-4.70001220703125,6.982500348772321,6.794285365513393,50.683087431140635,181269900,-3.647890876304326,1195393.8482255805,0.22357243129185264,1.381132261732387,804.7887302714574,843.6734189104138,38.88468863895639
75,2021-02-05,845.0,864.77001953125,838.969970703125,852.22998046875,852.22998046875,18566600,TSLA,2.239990234375,6.982500348772321,5.8732147216796875,54.3143676606611,199836500,-8.749290833450269,1377519.1955218357,0.3975359235491071,1.3752557790161983,808.3028969527384,844.9898129963117,36.68691604357332
76,2021-02-08,869.6699829101562,877.77001953125,854.75,863.4199829101562,863.4199829101562,20161700,TSLA,11.19000244140625,7.4621429443359375,5.857142857142857,56.02509815884754,219998200,-14.849441934662645,1262914.363921617,0.3744284493582589,1.375131673477288,812.3856440606953,847.8252237522878,35.439579691592485
77,2021-02-09,855.1199951171875,859.7999877929688,841.75,849.4600219726562,849.4600219726562,15157700,TSLA,-13.9599609375,6.594641549246652,5.9560699462890625,52.54396574721971,204840500,-12.884008951952792,1281298.9310572622,0.06696319580078125,1.3356374843924315,815.1318942763962,848.076731170806,32.94483689440983
78,2021-02-10,843.6400146484375,844.8200073242188,800.02001953125,804.8200073242188,804.8200073242188,36216100,TSLA,-44.6400146484375,6.578927176339286,8.048926217215401,44.97534258333548,241056600,-15.741469724608818,1226351.640528189,-0.1971435546875,1.3296550381185648,814.3680507984571,841.4218505790234,27.053799780566237
79,2021-02-11,812.4400024414062,829.8800048828125,801.72998046875,811.6599731445312,811.6599731445312,21622800,TSLA,6.8399658203125,6.578927176339286,9.262856619698661,41.52895444757101,219433800,-10.257189331188272,1357775.3234675135,-1.426214381626674,1.4797665771016666,814.1674524537219,836.8431002044862,22.675647750764256
80,2021-02-12,801.260009765625,817.3300170898438,785.3300170898438,816.1199951171875,816.1199951171875,23768300,TSLA,4.46002197265625,5.703569684709821,9.262856619698661,38.10909544270958,243202100,-10.069240648470997,1360621.6534131549,-2.4773223876953123,1.494459156583402,814.3120852436082,833.6549301910557,19.342844947447475
81,2021-02-16,818.0,821.0,792.4400024414062,796.219970703125,796.219970703125,19802300,TSLA,-19.9000244140625,4.401783534458706,9.814285278320312,30.963437166974614,223399800,-9.574552890602124,1384295.5197424297,-3.250750514439174,1.461068955244481,812.9719286109797,827.8957056544509,14.923777043471205
82,2021-02-17,779.0900268554688,799.8400268554688,762.010009765625,798.1500244140625,798.1500244140625,25996500,TSLA,1.9300537109375,4.401783534458706,9.861783708844866,30.860327289621353,249396300,-6.321663351836471,1373246.4818702282,-3.436679949079241,1.483363923007288,811.8740097815785,823.3194470020835,11.445437220505028
83,2021-02-18,780.9000244140625,794.6900024414062,776.27001953125,787.3800048828125,787.3800048828125,17957100,TSLA,-10.77001953125,4.401783534458706,8.475352696010045,34.182938315458614,231439200,-2.619254482561575,1466594.056638545,-3.2068568638392856,1.4551977362183417,810.0596390483365,817.7903020606572,7.730663012320633
84,2021-02-19,795.0,796.7899780273438,777.3699951171875,781.2999877929688,781.2999877929688,18958300,TSLA,-6.08001708984375,4.401783534458706,6.5546417236328125,40.17536222599528,250397500,2.34794159087802,1375614.0520152228,-3.483785792759486,1.480929696244751,807.9292945109019,812.1764075579359,4.247113047034077
85,2021-02-22,762.6400146484375,768.5,710.2000122070312,714.5,714.5,37269700,TSLA,-66.79998779296875,4.245354788643973,9.157499040876116,31.675006253470315,287667200,6.390706966161348,1396377.1702736877,-4.4593575613839285,1.4624244048130188,801.0086060286128,797.149267933638,-3.8593380949747598
86,2021-02-23,662.1300048828125,713.6099853515625,619.0,698.8400268554688,698.8400268554688,66606900,TSLA,-15.65997314453125,1.414642333984375,12.10249764578683,10.465544753560494,354274100,19.478793948084043,1212598.542911106,-8.108749389648436,1.2524386190166423,793.4405631268984,782.0247693062274,-11.415793820670956
87,2021-02-24,711.8499755859375,745.0,694.1699829101562,742.02001953125,742.02001953125,36767000,TSLA,43.17999267578125,1.8660714285714286,12.10249764578683,13.359073636231841,317507100,36.747577157633366,1575848.9007420782,-10.545105634416853,1.2630286771219195,789.6316339716651,775.8701924177694,-13.76144155389568
88,2021-02-25,726.1500244140625,737.2100219726562,670.5800170898438,682.219970703125,682.219970703125,39023900,TSLA,-59.800048828125,1.8660714285714286,11.881785801478795,13.573543842836457,356531000,44.17090116329377,1458978.0007211813,-10.456212724958148,1.2726432433824872,781.6752144702918,761.4624660001318,-20.212748470160022
89,2021-02-26,700.0,706.7000122070312,659.510009765625,675.5,675.5,41089200,TSLA,-6.719970703125,1.8660714285714286,14.169642857142858,11.636971046770611,397620200,52.017106664417625,1520947.726480432,-11.912427629743304,1.29995998022911,773.8103837687888,748.2374712308807,-25.57291253790811
90,2021-03-01,690.1099853515625,719.0,685.0499877929688,718.4299926757812,718.4299926757812,27136200,TSLA,42.92999267578125,2.6796439034598216,14.169642857142858,15.903604357458107,370484000,59.892405108598496,1743835.7692551313,-13.054963466099329,1.241090831476421,769.7081325767142,743.651705299327,-26.05642727738723
91,2021-03-02,718.280029296875,721.1099853515625,685.0,686.4400024414062,686.4400024414062,23732200,TSLA,-31.989990234375,3.0703582763671875,14.070715767996651,17.912286408778186,346751800,63.28889674708787,1703855.5563805413,-12.437071228027342,1.3798583462502794,763.5401229370617,734.8499048596468,-28.690218077414897
92,2021-03-03,687.989990234375,700.7000122070312,651.7100219726562,653.2000122070312,653.2000122070312,30208000,TSLA,-33.239990234375,3.0703582763671875,14.307501656668526,17.668218573510103,376959800,63.63641007538797,1688974.3763899265,-11.821357291085377,1.391157925207149,755.3667814015039,722.2883829130906,-33.07839848841331
93,2021-03-04,655.7999877929688,668.4500122070312,600.0,621.4400024414062,621.4400024414062,65919500,TSLA,-31.760009765625,3.0703582763671875,15.278928484235491,16.73284807428854,442879300,63.348701996730824,1693214.256933943,-11.803427777971537,1.3898966817845797,745.4462792563115,706.7732474559083,-38.67303180040324
94,2021-03-05,626.0599975585938,627.8400268554688,539.489990234375,597.9500122070312,597.9500122070312,89396500,TSLA,-23.489990234375,2.6667872837611606,17.252142769949778,13.38820547373895,532275800,73.12200222276758,1640293.5521880754,-13.153998892647879,1.370826580355846,734.5206298452538,690.0312112637733,-44.489418581480436
95,2021-03-08,600.5499877929688,620.1300048828125,558.7899780273438,563.0,563.0,51787000,TSLA,-34.95001220703125,2.6667872837611606,18.787857055664062,12.429883439552768,480488800,87.2559495798308,2155294.1390001797,-14.241463579450334,1.4039639419989272,721.8153980048646,670.4879479924236,-51.32745001244098
