Ticker,IndexMarketCap,Income,Sales,Booksh,Cashsh,Dividend,Dividend_Percentage,Employees,Recom,PriceToEarnings,ForwardPTE,PEGPriceToSales,PriceToBook,PutCallRatio,PFCF,QuickRatio,CurrentRatio,DebtEquity,LdDebtEquity,SMA20,SMA50,SMA200,ROA,ROE,ROI,GrossMargin,OperationalMargin,ProfitMargin,Payout,SHSOutstanding,ShsFloat,ShoartFloat,ShortRatio,TargetPrice,52WH,52WL,AVGVol,Vol,PerformaceHalfYear,PerformanceYear,PerformanceYTD,,,,
[['KEX'], '-', '3.12B', '56.40M', '2.04B', '51.65', '0.87', '-', '-', '5400', '2.20', '54.52', '21.48', '17.04', '1.53', '0.99', '58.83', '10.18', '1.30', '1.90', '0.41', '0.41', '-3.75%', '-8.58%', '-13.93%', '1.00%', '1.80%', '-5.10%', '28.70%', '4.00%', '2.80%', '0.00%', '60.05M', '59.46M', '2.03%', '3.01', '64.87', '-27.34%', '46.15%', '402.30K', '669,471', '-22.08%', '27.36%', '-1.02%'],
[['KMPR'], '-', '4.21B', '280.10M', '5.40B', '66.89', '1.62', '1.24', '1.91%', '9500', '2.30', '15.59', '12.09', '1.56', '0.78', '0.97', '40.07', '12.33', '-', '-', '0.26', '0.26', '-3.81%', '-3.82%', '-12.83%', '1.90%', '6.40%', '9.50%', '-', '6.00%', '5.20%', '28.60%', '64.38M', '60.79M', '1.25%', '2.83', '80.75', '-22.52%', '8.45%', '268.33K', '881,263', '-20.11%', '-7.70%', '-15.31%'],
[['KMT'], '-', '2.98B', '54.40M', '1.84B', '15.87', '1.83', '0.80', '2.26%', '8635', '3.00', '55.39', '13.77', '1.33', '1.62', '2.23', '19.32', '71.36', '1.20', '2.30', '0.45', '0.45', '-3.54%', '-1.85%', '-6.77%', '2.10%', '4.30%', '5.00%', '30.60%', '5.60%', '3.00%', '123.30%', '83.79M', '82.96M', '5.07%', '6.94', '41.00', '-17.63%', '27.82%', '605.89K', '1,547,726', '-14.37%', '6.04%', '-2.18%']
[['KNSL'], '-', '3.74B', '120.80M', '552.50M', '27.76', '5.56', '0.44', '0.27%', '323', '2.40', '31.01', '29.99', '2.07', '6.78', '5.85', '29.25', '11.79', '-', '-', '0.07', '0.07', '-7.33%', '-7.36%', '-10.03%', '7.50%', '20.80%', '14.20%', '-', '25.60%', '21.90%', '7.50%', '22.68M', '21.42M', '2.98%', '6.03', '220.00', '-35.69%', '6.13%', '105.82K', '320,152', '-4.56%', '-13.72%', '-18.80%'],
[['KNX'], '-', '8.54B', '547.00M', '5.03B', '36.75', '1.09', '0.40', '0.77%', '22900', '2.20', '15.99', '12.49', '1.02', '1.70', '1.41', '47.70', '19.88', '1.50', '1.50', '0.14', '0.13', '0.29%', '3.31%', '11.56%', '6.40%', '9.20%', '6.30%', '64.10%', '14.20%', '10.90%', '10.40%', '165.58M', '151.61M', '4.21%', '4.20', '60.24', '-3.94%', '39.92%', '1.52M', '9,481,431', '13.68%', '23.32%', '24.03%']
[['KRC'], '-', '7.81B', '659.30M', '919.30M', '46.77', '4.34', '2.00', '3.07%', '252', '2.20', '11.54', '28.96', '1.44', '8.49', '1.39', '15.03', '76.22', '-', '-', '0.72', '0.72', '-0.61%', '-3.04%', '-0.25%', '6.50%', '12.60%', '2.70%', '71.60%', '29.60%', '71.70%', '35.00%', '116.45M', '114.77M', '3.90%', '5.93', '78.60', '-11.90%', '44.08%', '754.66K', '1,826,891', '-2.10%', '16.04%', '13.66%']
[['KSS'], '-', '8.36B', '727.00M', '18.45B', '34.34', '16.37', '1.00', '1.88%', '36000', '2.30', '11.28', '8.68', '-', '0.45', '1.55', '3.25', '3.60', '0.90', '1.70', '0.75', '0.73', '-4.67%', '-0.32%', '1.41%', '4.80%', '14.30%', '1.30%', '39.90%', '5.30%', '3.90%', '10.50%', '152.00M', '148.83M', '8.33%', '3.94', '67.14', '-17.81%', '191.36%', '3.15M', '3,687,990', '-13.65%', '128.98%', '30.89%']
[['LAD'], '-', '10.21B', '807.50M', '17.91B', '150.48', '25.79', '1.40', '0.42%', '14538', '2.10', '11.08', '10.50', '0.54', '0.57', '2.24', '13.07', '13.08', '0.60', '1.50', '1.01', '0.60', '1.97%', '-3.81%', '-3.59%', '9.90%', '28.40%', '7.90%', '17.50%', '6.50%', '4.50%', '4.20%', '28.10M', '23.81M', '5.97%', '3.77', '470.55', '-19.35%', '56.63%', '377.51K', '573,475', '-14.75%', '43.37%', '15.17%'],
[['LAMR'], '-', '11.34B', '329.00M', '1.63B', '12.18', '0.67', '3.00', '2.73%', '3300', '2.80', '33.75', '25.14', '11.25', '6.95', '9.02', '165.07', '34.96', '0.60', '0.60', '2.28', '2.18', '-2.16%', '0.99%', '13.07%', '5.70%', '27.70%', '9.30%', '87.50%', '28.00%', '20.20%', '76.70%', '101.13M', '86.16M', '1.47%', '3.26', '121.00', '-5.77%', '83.71%', '389.23K', '1,67,973', '17.66%', '55.20%', '31.96%']
[['LANC'], '-', '4.68B', '142.00M', '1.47B', '30.68', '6.83', '3.00', '1.77%', '3200', '2.70', '32.90', '25.34', '10.97', '3.19', '5.53', '24.86', '916.97', '1.70', '2.40', '0.00', '0.00', '-3.95%', '-9.33%', '-7.49%', '13.40%', '17.20%', '16.70%', '26.40%', '12.70%', '9.70%', '57.10%', '27.48M', '18.94M', '4.25%', '9.27', '207.67', '-15.65%', '4.48%', '86.82K', '336,645', '-8.10%', '-4.52%', '-7.58%'],
[['LEA'], '-', '9.25B', '754.90M', '20.26B', '79.33', '23.22', '1.00', '0.65%', '174600', '2.30', '12.29', '8.59', '0.22', '0.46', '1.93', '6.59', '10.14', '1.10', '1.40', '0.48', '0.48', '-3.50%', '-7.12%', '-10.82%', '5.70%', '16.80%', '4.80%', '9.40%', '5.50%', '3.70%', '10.00%', '60.29M', '59.34M', '1.27%', '1.89', '195.47', '-25.31%', '48.09%', '398.83K', '1,402,275', '-16.55%', '28.98%', '-3.76%']
[['LECO'], '-', '7.92B', '293.80M', '2.95B', '14.46', '3.19', '2.04', '1.54%', '10700', '2.30', '27.15', '19.27', '1.29', '2.69', '9.16', '41.49', '41.93', '1.10', '1.80', '0.85', '0.84', '-2.87%', '-3.31%', '4.57%', '12.50%', '37.20%', '14.90%', '33.10%', '13.10%', '10.00%', '40.50%', '59.46M', '58.03M', '1.47%', '3.59', '150.83', '-7.54%', '52.52%', '237.40K', '617,713', '6.85%', '41.88%', '13.98%'],
[['LFUS'], '-', '6.87B', '254.10M', '1.78B', '70.84', '24.97', '1.92', '0.69%', '12200', '2.10', '27.16', '22.91', '33.95', '3.86', '3.93', '11.15', '38.89', '2.60', '3.50', '0.37', '0.36', '0.47%', '4.69%', '6.22%', '9.10%', '15.50%', '5.70%', '35.80%', '17.00%', '14.30%', '18.50%', '24.59M', '24.22M', '1.08%', '3.21', '297.60', '-3.99%', '68.27%', '81.29K', '616,010', '5.69%', '54.89%', '9.33%'],
[['LHCG'], '-', '5.45B', '115.00M', '2.13B', '51.18', '3.47', '-', '-', '14341', '1.60', '46.19', '24.28', '2.88', '2.55', '3.30', '48.63', '133.28', '1.00', '1.00', '0.00', '0.00', '-5.15%', '-11.69%', '-15.09%', '4.80%', '7.60%', '8.90%', '41.40%', '8.50%', '5.50%', '0.00%', '31.23M', '30.27M', '3.21%', '5.09', '243.70', '-28.65%', '2.72%', '190.99K', '632,515', '-13.58%', '-16.76%', '-20.79%'],
[['LII'], '-', '11.52B', '498.10M', '4.14B', '-5.70', '1.26', '3.68', '1.20%', '10300', '3.40', '23.47', '21.88', '1.40', '2.78', '-', '243.56', '19.78', '0.80', '1.20', '-', '-', '-6.63%', '-7.11%', '-2.71%', '24.00%', '-392.70%', '40.40%', '29.90%', '15.30%', '12.00%', '24.60%', '37.40M', '33.43M', '4.76%', '5.74', '327.42', '-14.18%', '17.80%', '277.02K', '627,350', '1.56%', '11.36%', '11.63%'],
[['LITE'], '-', '6.42B', '397.30M', '1.74B', '26.37', '25.89', '-', '-', '5618', '2.10', '16.93', '12.83', '2.14', '3.68', '3.24', '3.30', '8.81', '3.40', '3.70', '0.60', '0.40', '-1.72%', '2.04%', '-2.33%', '11.20%', '20.20%', '14.60%', '44.90%', '30.20%', '22.80%', '0.00%', '74.80M', '72.47M', '8.48%', '9.60', '96.00', '-23.82%', '30.01%', '640.01K', '1,342,924', '2.20%', '20.44%', '-9.94%']
[['LIVN'], '-', '4.48B', '-379.10M', '1.02B', '21.27', '6.10', '-', '-', '4000', '1.90', '-', '33.45', '-', '4.39', '3.90', '13.60', '75.87', '1.00', '1.20', '0.64', '0.41', '-0.54%', '0.82%', '7.96%', '-15.70%', '-33.20%', '-15.20%', '65.30%', '-28.80%', '-37.20%', '-', '48.93M', '48.68M', '4.92%', '6.53', '100.71', '-8.11%', '101.92%', '366.47K', '555,403', '8.38%', '82.83%', '25.25%'],
[['LPX'], '-', '5.77B', '1.25B', '4.00B', '14.19', '6.24', '0.64', '1.05%', '4500', '2.40', '5.17', '9.16', '1.03', '1.44', '4.30', '9.79', '5.05', '2.60', '3.50', '0.00', '0.24', '-1.63%', '4.47%', '13.29%', '57.10%', '96.10%', '32.30%', '45.70%', '40.60%', '31.30%', '5.40%', '101.00M', '94.29M', '6.22%', '2.97', '74.67', '-20.05%', '125.99%', '1.98M', '3,491,461', '13.27%', '91.71%', '64.22%']
[['LSCC '], '-', '8.84B', '69.20M', '451.80M', '2.91', '1.39', '-', '-', '746', '2.00', '134.41', '58.41', '8.96', '19.56', '22.54', '47.09', '76.32', '3.20', '3.90', '0.42', '0.38', '6.33%', '12.96%', '30.97%', '10.10%', '17.90%', '9.20%', '60.80%', '16.40%', '15.30%', '0.00%', '136.39M', '134.25M', '3.07%', '4.85', '61.30', '-2.53%', '150.91%', '848.68K', '4,183,944', '47.49%', '130.63%', '43.15%']
[['LSI'], '-', '9.54B', '183.60M', '682.00M', '34.95', '0.38', '2.96', '2.43%', '2078', '1.80', '53.13', '37.36', '10.63', '13.99', '3.48', '319.02', '125.18', '-', '-', '0.87', '0.87', '-2.09%', '1.60%', '25.45%', '3.80%', '7.40%', '5.10%', '66.80%', '38.80%', '26.90%', '116.40%', '77.06M', '76.03M', '1.49%', '2.11', '129.40', '-6.35%', '78.05%', '538.48K', '1,100,573', '44.08%', '67.27%', '52.80%']
[['LSTR'], '-', '6.11B', '296.50M', '5.24B', '21.62', '6.26', '1.00', '0.62%', '1320', '3.10', '20.73', '18.61', '0.95', '1.17', '7.41', '25.58', '330.52', '1.70', '1.70', '0.18', '0.06', '-2.63%', '0.37%', '1.36%', '18.80%', '39.70%', '22.60%', '14.40%', '7.50%', '5.70%', '10.90%', '38.40M', '37.97M', '3.66%', '4.75', '161.40', '-12.33%', '34.29%', '292.69K', '505,354', '-2.97%', '25.26%', '20.59%'],
[['MAC'], '-', '3.78B', '-288.80M', '786.40M', '14.43', '0.89', '0.60', '3.45%', '659', '3.20', '-', '-', '-', '4.81', '1.20', '19.49', '28.99', '-', '-', '1.70', '1.70', '3.02%', '3.48%', '19.18%', '-3.10%', '-11.00%', '-0.80%', '54.40%', '-19.30%', '-36.70%', '-', '205.76M', '204.54M', '11.60%', '6.54', '18.36', '-33.17%', '170.56%', '3.63M', '13,227,393', '33.62%', '122.41%', '62.79%']
[['MAN'], '-', '6.09B', '260.10M', '19.84B', '43.80', '26.56', '2.52', '2.28%', '25000', '2.00', '23.97', '12.93', '0.68', '0.31', '2.53', '4.17', '14.73', '1.40', '1.40', '0.46', '0.45', '-7.82%', '-6.13%', '2.38%', '2.80%', '10.60%', '1.50%', '15.90%', '2.40%', '1.30%', '51.80%', '54.50M', '53.83M', '1.91%', '2.89', '129.64', '-11.50%', '70.19%', '355.02K', '980,902', '8.58%', '57.01%', '22.74%'],
[['MANH'], '-', '9.90B', '98.70M', '619.80M', '3.34', '3.31', '-', '-', '3500', '2.20', '102.21', '74.12', '6.81', '15.97', '46.91', '47.29', '60.43', '1.60', '1.60', '0.00', '0.00', '-3.47%', '0.23%', '18.48%', '21.80%', '47.90%', '40.00%', '55.40%', '20.70%', '15.90%', '0.00%', '63.54M', '62.59M', '1.54%', '2.94', '182.00', '-6.59%', '87.11%', '328.04K', '797,457', '31.46%', '64.16%', '48.97%'],
[['MASI'], '-', '15.02B', '223.70M', '1.18B', '25.28', '-', '-', '-', '1600', '2.00', '71.05', '63.19', '5.97', '12.75', '10.86', '-', '97.06', '3.80', '4.80', '0.00', '0.00', '-0.59%', '1.07%', '9.50%', '13.30%', '16.10%', '16.50%', '64.20%', '21.70%', '19.00%', '0.00%', '55.03M', '50.55M', '3.10%', '5.75', '298.80', '-4.49%', '33.81%', '272.95K', '607,463', '24.57%', '22.01%', '2.26%'],
[['MEDP'], '-', '6.72B', '175.00M', '1.03B', '23.73', '9.39', '-', '-', '4100', '2.40', '40.11', '36.75', '2.82', '6.53', '7.84', '19.81', '26.20', '1.20', '1.20', '0.00', '0.00', '0.55%', '2.63%', '12.61%', '12.50%', '21.20%', '17.90%', '30.20%', '18.60%', '17.00%', '0.00%', '35.89M', '28.54M', '2.58%', '4.25', '182.00', '-6.06%', '76.36%', '172.94K', '351,948', '11.68%', '59.70%', '33.64%'],
[['MCY'], '-', '3.19B', '501.80M', '4.08B', '39.35', '6.78', '2.53', '4.43%', '4300', '3.50', '6.30', '17.04', '0.17', '0.78', '1.45', '8.42', '6.57', '-', '-', '0.17', '0.17', '-2.59%', '-4.80%', '-3.42%', '7.80%', '24.40%', '16.30%', '-', '15.60%', '12.30%', '27.90%', '55.37M', '26.57M', '5.56%', '7.57', '-', '-15.91%', '44.58%', '195.07K', '383,605', '-5.76%', '30.86%', '9.33%'],
[['MRCY'], '-', '2.64B', '62.00M', '924.00M', '26.90', '1.98', '-', '-', '2384', '2.30', '40.98', '16.36', '4.82', '2.85', '1.70', '23.18', '51.12', '2.80', '4.30', '0.13', '0.13', '-6.42%', '-18.91%', '-32.84%', '3.30%', '4.30%', '3.90%', '41.70%', '8.70%', '6.70%', '0.00%', '55.18M', '55.16M', '2.68%', '3.31', '67.63', '-48.49%', '1.53%', '446.04K', '1,61,155', '-32.25%', '-38.01%', '-47.97%']
[['MDU'], '-', '6.15B', '417.40M', '5.62B', '15.89', '0.28', '0.85', '2.84%', '12994', '1.80', '14.43', '13.17', '2.03', '1.09', '1.89', '106.21', '-', '1.20', '1.50', '0.75', '0.73', '-5.74%', '-5.92%', '-1.79%', '5.10%', '13.50%', '8.60%', '88.90%', '10.20%', '7.40%', '40.40%', '201.34M', '200.26M', '0.76%', '1.56', '36.60', '-14.42%', '39.98%', '972.65K', '2,819,810', '-2.44%', '26.99%', '13.78%']
[['MTG'], '-', '5.12B', '585.30M', '1.19B', '14.48', '0.52', '0.32', '2.14%', '739', '1.80', '8.85', '7.69', '0.83', '4.29', '1.03', '28.69', '8.89', '-', '-', '0.25', '0.25', '-1.45%', '3.38%', '9.27%', '7.90%', '12.40%', '8.50%', '-', '67.70%', '49.00%', '11.60%', '339.33M', '334.65M', '6.09%', '8.29', '17.35', '-4.85%', '79.98%', '2.46M', '5,447,392', '14.86%', '56.89%', '18.88%']
[['MIDD'], '-', '9.70B', '322.20M', '2.93B', '38.49', '7.06', '-', '-', '4102', '1.90', '30.02', '18.05', '1.08', '3.31', '4.49', '24.52', '19.36', '1.30', '2.10', '0.86', '0.84', '-3.53%', '-5.42%', '6.49%', '6.20%', '15.90%', '7.10%', '36.10%', '14.90%', '11.00%', '0.00%', '55.23M', '55.03M', '8.75%', '10.43', '214.00', '-11.96%', '101.33%', '461.32K', '672,895', '5.89%', '83.92%', '34.18%'],
[['MIME'], '-', '4.44B', '36.70M', '528.80M', '6.27', '-', '-', '-', '1765', '2.10', '121.68', '46.01', '7.37', '8.39', '10.75', '-', '43.73', '1.40', '1.40', '0.25', '0.23', '0.41%', '10.70%', '34.36%', '4.00%', '10.40%', '6.40%', '76.00%', '7.50%', '6.90%', '0.00%', '65.20M', '61.30M', '5.65%', '3.88', '68.25', '-5.65%', '82.04%', '892.92K', '2,517,105', '57.13%', '43.46%', '18.60%']
[['MKSI'], '-', '8.29B', '476.10M', '2.69B', '47.20', '18.72', '0.88', '0.59%', '5800', '2.00', '17.43', '12.36', '0.82', '3.08', '3.17', '7.98', '18.46', '3.80', '5.00', '0.31', '0.31', '1.62%', '-2.21%', '-10.24%', '12.00%', '19.70%', '11.90%', '46.10%', '22.50%', '17.70%', '9.50%', '55.40M', '55.21M', '2.97%', '3.72', '220.20', '-25.06%', '44.60%', '440.85K', '971,122', '-13.22%', '38.60%', '-0.65%'],
[['MLHR'], '-', '2.44B', '173.20M', '2.47B', '14.40', '6.85', '0.75', '1.81%', '7600', '2.00', '14.18', '11.76', '0.47', '0.99', '2.88', '6.05', '10.27', '1.40', '1.80', '0.33', '0.32', '-1.10%', '-3.92%', '-0.55%', '8.60%', '21.40%', '16.20%', '38.50%', '9.40%', '7.00%', '19.10%', '59.01M', '58.63M', '3.26%', '2.55', '60.75', '-19.13%', '41.82%', '750.69K', '875,189', '-0.88%', '19.94%', '22.60%'],
[['MMS'], '-', '5.22B', '302.80M', '4.07B', '23.42', '1.54', '1.12', '1.34%', '34300', '2.20', '17.22', '18.81', '1.38', '1.28', '3.57', '54.33', '18.51', '1.50', '1.50', '1.17', '1.12', '-2.05%', '-2.65%', '-1.51%', '11.10%', '22.60%', '17.00%', '22.70%', '10.40%', '7.40%', '22.90%', '62.06M', '60.80M', '2.45%', '4.90', '104.75', '-12.85%', '30.19%', '303.75K', '912,406', '-2.99%', '18.17%', '14.37%'],
[['MOH'], '-', '16.65B', '632.00M', '23.58B', '41.07', '114.42', '-', '-', '10500', '2.40', '25.92', '16.83', '1.37', '0.71', '6.77', '2.43', '7.79', '1.60', '1.60', '0.00', '0.99', '4.81%', '6.28%', '15.69%', '6.70%', '28.60%', '17.40%', '16.00%', '4.10%', '2.70%', '0.00%', '58.40M', '57.88M', '2.11%', '4.22', '277.80', '-1.87%', '83.71%', '288.65K', '896,780', '19.29%', '53.41%', '30.78%'],
[['MPW'], '-', '12.24B', '517.40M', '1.41B', '13.98', '1.18', '1.12', '5.58%', '106', '2.10', '21.70', '15.23', '-', '8.69', '1.44', '16.97', '-', '-', '-', '1.22', '1.22', '-2.76%', '-2.11%', '-5.05%', '2.90%', '6.70%', '4.80%', '97.50%', '66.90%', '36.80%', '118.60%', '587.51M', '582.29M', '4.23%', '5.25', '23.46', '-12.03%', '24.66%', '4.69M', '7,887,200', '-4.11%', '14.36%', '-7.89%']
[['MSA'], '-', '6.00B', '101.80M', '1.34B', '21.37', '5.66', '1.76', '1.16%', '4800', '2.40', '58.55', '26.58', '3.25', '4.47', '7.09', '26.77', '66.36', '1.70', '2.40', '0.40', '0.38', '-4.49%', '-5.69%', '-5.43%', '5.40%', '12.70%', '11.30%', '43.10%', '10.30%', '7.60%', '66.30%', '39.17M', '36.88M', '3.17%', '15.40', '175.25', '-12.36%', '21.59%', '75.98K', '338,315', '-5.03%', '13.53%', '1.40%'],
[['MSM'], '-', '4.45B', '203.50M', '3.16B', '20.46', '0.48', '3.00', '3.81%', '6315', '2.30', '21.72', '14.58', '2.38', '1.41', '3.85', '162.50', '42.36', '0.90', '1.70', '0.66', '0.30', '-4.67%', '-7.73%', '-9.69%', '8.70%', '17.30%', '13.90%', '41.00%', '9.00%', '6.40%', '82.20%', '55.94M', '45.77M', '2.89%', '4.02', '100.71', '-18.12%', '36.62%', '328.74K', '873,012', '-10.96%', '26.51%', '-6.64%'],
[['MAT'], '-', '7.24B', '328.60M', '5.16B', '1.51', '1.08', '-', '-', '32100', '2.20', '21.75', '15.29', '2.18', '1.40', '13.50', '18.82', '16.37', '1.20', '1.90', '5.38', '5.38', '-3.59%', '-2.84%', '2.43%', '6.10%', '65.20%', '9.00%', '49.80%', '12.80%', '6.40%', '0.00%', '349.44M', '347.60M', '4.89%', '6.76', '26.78', '-12.57%', '83.27%', '2.51M', '4,127,168', '-3.37%', '71.84%', '16.79%']
[['MTX'], '-', '2.38B', '141.20M', '1.73B', '44.50', '11.97', '0.20', '0.29%', '3566', '2.00', '16.85', '12.17', '3.01', '1.38', '1.57', '5.83', '9.92', '2.80', '3.70', '0.62', '0.62', '-8.71%', '-9.94%', '-6.65%', '4.40%', '9.60%', '6.80%', '25.30%', '13.00%', '8.20%', '4.80%', '33.70M', '33.29M', '0.94%', '2.81', '95.00', '-21.24%', '50.14%', '111.10K', '579,857', '-10.11%', '39.43%', '12.36%'],
[['MTZ'], '-', '6.78B', '370.70M', '7.07B', '29.77', '3.14', '-', '-', '21000', '1.70', '17.77', '15.31', '1.80', '0.96', '3.01', '28.55', '11.07', '1.40', '1.50', '0.73', '0.66', '-1.83%', '-6.25%', '-4.20%', '6.80%', '18.30%', '10.20%', '16.70%', '7.30%', '5.20%', '0.00%', '72.50M', '55.91M', '5.48%', '3.59', '125.09', '-26.75%', '123.02%', '852.72K', '989,901', '-2.95%', '100.07%', '31.43%'],
[['MUR'], '-', '3.29B', '-765.10M', '1.65B', '25.13', '2.68', '0.50', '2.37%', '675', '2.80', '-', '11.53', '-', '1.99', '0.84', '7.87', '3.48', '0.70', '0.70', '0.71', '0.71', '1.18%', '-0.32%', '15.47%', '-7.30%', '-18.70%', '-14.80%', '71.50%', '-43.70%', '-46.30%', '-', '154.40M', '145.12M', '9.08%', '5.41', '27.34', '-18.64%', '201.86%', '2.44M', '3,295,195', '14.71%', '99.15%', '74.63%']
[['NATI'], '-', '5.58B', '21.90M', '1.36B', '9.33', '1.99', '1.08', '2.58%', '7000', '2.70', '255.55', '36.04', '44.14', '4.11', '4.49', '21.09', '-', '1.80', '2.50', '0.08', '0.08', '0.32%', '-0.13%', '-1.49%', '1.20%', '1.80%', '10.90%', '70.80%', '3.00%', '1.60%', '639.70%', '132.50M', '122.68M', '2.28%', '6.11', '47.00', '-11.58%', '37.77%', '458.01K', '1,983,849', '-1.34%', '13.36%', '-4.62%']
[['NAVI'], '-', '3.97B', '947.00M', '1.89B', '15.52', '8.60', '0.64', '2.72%', '5560', '2.20', '4.61', '7.27', '0.62', '2.10', '1.51', '2.73', '6.52', '-', '-', '29.57', '28.07', '2.77%', '9.02%', '46.96%', '1.10%', '37.50%', '0.50%', '-', '64.40%', '50.10%', '12.40%', '174.00M', '162.64M', '5.11%', '4.91', '21.35', '-1.05%', '216.58%', '1.69M', '7,28,745', '70.71%', '177.33%', '139.21%']
[['NBIX'], '-', '8.92B', '364.70M', '1.03B', '13.52', '9.58', '-', '-', '845', '2.00', '25.93', '24.86', '0.82', '8.64', '7.14', '10.08', '35.93', '5.10', '5.20', '0.00', '0.26', '1.99%', '2.63%', '-1.71%', '20.70%', '33.00%', '30.80%', '98.90%', '10.00%', '35.30%', '0.00%', '94.60M', '92.56M', '4.04%', '5.52', '122.35', '-19.76%', '13.84%', '677.07K', '1,503,645', '4.64%', '-5.27%', '0.68%']
[['NCR'], '-', '5.24B', '-99.00M', '6.44B', '8.81', '3.31', '-', '-', '36000', '1.90', '-', '10.08', '-', '0.81', '4.38', '11.68', '9.17', '0.80', '1.00', '5.21', '4.93', '-6.62%', '-9.68%', '-4.74%', '-1.80%', '-15.20%', '5.70%', '25.20%', '3.40%', '-2.70%', '-', '131.00M', '126.82M', '6.70%', '7.71', '53.86', '-22.76%', '111.04%', '1.10M', '1,558,382', '4.60%', '86.66%', '2.79%']
[['NDSN'], '-', '14.17B', '362.40M', '2.32B', '35.50', '2.97', '1.56', '0.65%', '6800', '2.20', '39.18', '27.09', '3.01', '6.10', '6.81', '81.35', '32.59', '1.80', '2.50', '0.41', '0.39', '1.52%', '5.31%', '15.26%', '9.90%', '19.00%', '10.30%', '55.60%', '21.60%', '15.60%', '25.00%', '58.11M', '51.60M', '0.66%', '1.75', '256.83', '-1.65%', '35.40%', '193.33K', '503,101', '19.63%', '24.18%', '20.35%'],
[['NEOG'], '-', '4.48B', '60.90M', '468.50M', '7.73', '3.52', '-', '-', '1841', '2.30', '72.98', '55.03', '7.30', '9.56', '5.35', '11.76', '82.37', '9.20', '11.00', '0.00', '0.00', '-4.21%', '-4.85%', '-4.86%', '7.00%', '7.70%', '7.10%', '45.90%', '15.80%', '13.00%', '0.00%', '108.69M', '107.10M', '2.84%', '11.41', '55.00', '-15.29%', '24.98%', '266.76K', '1,301,742', '0.29%', '10.27%', '4.36%']
[['NEU'], '-', '3.62B', '283.80M', '2.20B', '77.90', '13.77', '7.60', '2.35%', '2105', '3.00', '12.45', '-', '1.62', '1.65', '4.16', '23.54', '31.97', '2.60', '3.80', '0.00', '1.17', '-5.00%', '-1.06%', '-10.84%', '13.10%', '36.10%', '18.30%', '28.20%', '15.20%', '12.90%', '29.20%', '10.90M', '8.28M', '0.75%', '1.52', '-', '-25.09%', '8.99%', '41.02K', '121,636', '-16.69%', '-11.54%', '-18.65%'],
[['NFG'], '-', '4.69B', '131.10M', '1.67B', '22.06', '1.29', '1.82', '3.56%', '2162', '2.30', '36.07', '11.19', '4.24', '2.80', '2.32', '39.75', '-', '0.60', '0.70', '1.31', '1.31', '-0.62%', '-1.01%', '4.93%', '1.90%', '6.50%', '0.20%', '89.80%', '19.00%', '7.80%', '123.90%', '91.17M', '89.80M', '2.21%', '5.69', '57.00', '-7.30%', '35.17%', '348.49K', '916,250', '3.92%', '21.10%', '24.46%'],
[['NJR'], '-', '3.41B', '162.30M', '2.02B', '17.46', '0.05', '1.33', '3.81%', '1156', '2.20', '20.79', '15.41', '3.46', '1.68', '2.00', '724.55', '17.57', '0.60', '0.80', '1.44', '1.32', '-5.92%', '-8.66%', '-10.61%', '3.00%', '9.50%', '5.50%', '40.50%', '16.10%', '8.00%', '77.50%', '96.35M', '95.64M', '1.76%', '3.53', '44.33', '-21.37%', '34.98%', '478.30K', '1,945,319', '-16.08%', '25.21%', '-1.77%']
[['NKTR'], '-', '3.00B', '-474.30M', '105.50M', '4.95', '5.50', '-', '-', '718', '2.20', '-', '-', '-', '28.46', '3.34', '3.00', '-', '7.90', '8.10', '0.00', '0.00', '8.17%', '5.93%', '-9.93%', '-32.30%', '-45.70%', '-39.50%', '77.90%', '-', '-', '-', '182.70M', '182.22M', '9.52%', '20.68', '-', '-38.28%', '27.79%', '839.06K', '1,748,111', '-23.81%', '-18.83%', '-2.88%']
[['NNN'], '-', '8.04B', '228.30M', '680.70M', '22.48', '1.39', '2.12', '4.74%', '68', '2.20', '34.04', '26.20', '3.40', '11.82', '1.99', '32.22', '-', '-', '-', '0.84', '0.84', '-4.12%', '-6.06%', '-0.19%', '3.00%', '5.80%', '-', '95.80%', '55.60%', '33.50%', '158.40%', '174.61M', '174.14M', '2.57%', '5.47', '52.42', '-11.19%', '42.31%', '817.60K', '2,701,281', '5.23%', '17.02%', '9.24%']
[['NSA'], '-', '5.04B', '67.90M', '484.80M', '12.37', '0.25', '1.52', '2.68%', '924', '2.20', '70.76', '38.97', '6.43', '10.40', '4.59', '225.02', '32.15', '-', '-', '2.17', '2.17', '-0.46%', '2.71%', '27.13%', '1.90%', '8.30%', '5.40%', '-', '36.20%', '14.00%', '151.50%', '76.71M', '-', '-', '1.63', '58.30', '-4.25%', '78.57%', '813.21K', '2,755,072', '45.62%', '64.12%', '57.70%']
[['NTCT'], '-', '2.00B', '25.40M', '837.70M', '27.12', '6.65', '-', '-', '2421', '2.80', '78.68', '14.00', '44.20', '2.39', '0.99', '4.05', '11.05', '1.80', '1.90', '0.17', '0.17', '-1.18%', '-3.22%', '-4.95%', '0.80%', '1.30%', '1.50%', '73.30%', '4.90%', '3.00%', '0.00%', '73.86M', '71.24M', '3.69%', '7.39', '29.88', '-15.67%', '36.18%', '355.71K', '1,345,021', '-8.50%', '18.29%', '-1.86%']
