0,1,2,3,4,5,6
"a href=""/wiki/Papa_John%27s_Pizza"" title=""Papa John's Pizza""Papa John's International Inc/a
",PZZA,Consumer Discretionary,Restaurants,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=PZZA&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Qualys"" title=""Qualys""Qualys/a
",QLYS,Information Technology,Systems Software,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=QLYS&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Quidel_Corp"" title=""Quidel Corp""Quidel Corp/a
",QDEL,Health Care,Health Care Supplies,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=QDEL&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Ryder_System"" title=""Ryder System""Ryder System/a
",R,Industrials,Trucking,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=R&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/LiveRamp"" title=""LiveRamp""LiveRamp/a
",RAMP,Information Technology,Application Software,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RAMP&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Regal_Beloit"" title=""Regal Beloit""Regal Beloit/a
",RBC,Industrials,Electrical Components &amp; Equipment,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RBC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/R1_RCM"" title=""R1 RCM""R1 RCM/a
",RCM,Health Care,Health Care Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RCM&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Rexford_Industrial_Realty&amp;action=edit&amp;redlink=1"" title=""Rexford Industrial Realty (page does not exist)""Rexford Industrial Realty/a
",REXR,Real Estate,Industrial REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=REXR&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Reinsurance_Group_of_America"" title=""Reinsurance Group of America""Reinsurance Group of America/a
",RGA,Financials,Reinsurance,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RGA&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Repligen"" title=""Repligen""Repligen/a
",RGEN,Health Care,Biotechnology,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RGEN&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Royal_Gold"" title=""Royal Gold""Royal Gold/a
",RGLD,Materials,Precious Metals &amp; Minerals,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RGLD&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/RH_(company)"" title=""RH (company)""RH/a
",RH,Consumer Discretionary,Homefurnishing Retail,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RH&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/RLI_Corp."" title=""RLI Corp.""RLI Corp./a
",RLI,Financials,Property &amp; Casualty Insurance,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RLI&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/RenaissanceRe"" title=""RenaissanceRe""RenaissanceRe/a
",RNR,Financials,Reinsurance,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RNR&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/RPM_International"" title=""RPM International""RPM International/a
",RPM,Materials,Specialty Chemicals,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RPM&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Reliance_Steel_%26_Aluminum_Co."" title=""Reliance Steel &amp; Aluminum Co.""Reliance Steel &amp; Aluminum Co./a
",RS,Materials,Steel,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RS&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Sunrun"" title=""Sunrun""Sunrun/a
",RUN,Industrials,Building Products,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RUN&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Rayonier,_Inc."" title=""Rayonier, Inc.""Rayonier Inc/a
",RYN,Real Estate,Specialized REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RYN&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Sabre_Corporation"" title=""Sabre Corporation""Sabre Corp/a
",SABR,Information Technology,Data Processing &amp; Outsourced Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SABR&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Sanderson_Farms"" title=""Sanderson Farms""Sanderson Farms/a
",SAFM,Consumer Staples,Packaged Foods &amp; Meats,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SAFM&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Saia"" title=""Saia""Saia/a
",SAIA,Industrials,Trucking,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SAIA&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Science_Applications_International_Corporation"" title=""Science Applications International Corporation""Science Applications Intl Corp/a
",SAIC,Industrials,Diversified Support Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SAIC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=SailPoint_Technologies&amp;action=edit&amp;redlink=1"" title=""SailPoint Technologies (page does not exist)""SailPoint Technologies/a
",SAIL,Information Technology,Application Software,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SAIL&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Boston_Beer_Company"" title=""Boston Beer Company""Boston Beer Company/a
",SAM,Consumer Staples,Brewers,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SAM&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Signature_Bank"" title=""Signature Bank""Signature Bank/a
",SBNY,Financials,Regional Banks,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SBNY&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Sabra_Health_Care&amp;action=edit&amp;redlink=1"" title=""Sabra Health Care (page does not exist)""Sabra Health Care/a REIT
",SBRA,Real Estate,Health Care REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SBRA&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Selective_Insurance_Group&amp;action=edit&amp;redlink=1"" title=""Selective Insurance Group (page does not exist)""Selective Insurance Group/a
",SIGI,Financials,Property &amp; Casualty Insurance,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SIGI&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Semtech"" title=""Semtech""Semtech/a
",SMTC,Information Technology,Semiconductors,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SMTC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Service_Corporation_International"" title=""Service Corporation International""Service Corp Intl/a
",SCI,Consumer Discretionary,Specialized Consumer Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SCI&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/SEI_Investments_Company"" title=""SEI Investments Company""SEI Investments Corp/a
",SEIC,Financials,Asset Management &amp; Custody Banks,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SEIC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/SL_Green_Realty"" title=""SL Green Realty""SL Green Realty/a
",SLG,Real Estate,Office REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SLG&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Simpson_Manufacturing_Company"" title=""Simpson Manufacturing Company""Simpson Manufacturing Company/a
",SSD,Industrials,Building Products,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SSD&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/SolarEdge"" title=""SolarEdge""SolarEdge/a
",SEDG,Information Technology,Semiconductor Equipment,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SEDG&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Spire_Inc"" title=""Spire Inc""Spire Inc/a
",SR,Utilities,Gas Utilities,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SR&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Stifel_Financial_Corp"" title=""Stifel Financial Corp""Stifel Financial Corp/a
",SF,Financials,Investment Banking &amp; Brokerage,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SF&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Sprouts_Farmers_Market"" title=""Sprouts Farmers Market""Sprouts Farmers Market/a
",SFM,Consumer Staples,Food Retail,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SFM&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Scientific_Games_Corporation"" title=""Scientific Games Corporation""Scientific Games Corporation/a
",SGMS,Consumer Discretionary,Casinos &amp; Gaming,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SGMS&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Six_Flags"" title=""Six Flags""Six Flags/a
",SIX,Consumer Discretionary,Leisure Facilities,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SIX&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Skechers"" title=""Skechers""Skechers USA Inc/a
",SKX,Consumer Discretionary,Footwear,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SKX&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Silicon_Labs"" title=""Silicon Labs""Silicon Laboratories/a
",SLAB,Information Technology,Semiconductors,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SLAB&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Silgan_Holdings"" title=""Silgan Holdings""Silgan Holdings/a
",SLGN,Materials,Metal &amp; Glass Containers,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SLGN&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Sallie_Mae"" title=""Sallie Mae""SLM Corp/a
",SLM,Financials,Consumer Finance,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SLM&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/The_Scotts_Miracle-Gro_Company"" title=""The Scotts Miracle-Gro Company""Scotts Miracle-Gro Company/a
",SMG,Materials,Fertilizers &amp; Agricultural Chemicals,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SMG&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Synovus_Financial_Corp."" title=""Synovus Financial Corp.""Synovus Financial Corp (GA)/a
",SNV,Financials,Regional Banks,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SNV&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Synnex"" title=""Synnex""Synnex/a
",SNX,Information Technology,Technology Distributors,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SNX&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Sonoco_Products"" title=""Sonoco Products""Sonoco Products Co/a
",SON,Materials,Paper Packaging,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SON&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Spirit_Realty_Capital&amp;action=edit&amp;redlink=1"" title=""Spirit Realty Capital (page does not exist)""Spirit Realty Capital/a
",SRC,Real Estate,Retail REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SRC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Stericycle"" title=""Stericycle""Stericycle/a
",SRCL,Industrials,Environmental &amp; Facilities Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SRCL&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=STAAR_Surgical&amp;action=edit&amp;redlink=1"" title=""STAAR Surgical (page does not exist)""STAAR Surgical/a
",STAA,Health Care,Health Care Equipment,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=STAA&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Sterling_Bancorp"" title=""Sterling Bancorp""Sterling Bancorp/a
",STL,Financials,Regional Banks,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=STL&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Steel_Dynamics"" title=""Steel Dynamics""Steel Dynamics Inc/a
",STLD,Materials,Steel,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=STLD&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Store_Capital_Corp&amp;action=edit&amp;redlink=1"" title=""Store Capital Corp (page does not exist)""Store Capital Corp/a
",STOR,Real Estate,Diversified REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=STOR&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Southwest_Gas"" title=""Southwest Gas""Southwest Gas Corp/a
",SWX,Utilities,Gas Utilities,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SWX&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Sensient_Technologies_Corporation"" title=""Sensient Technologies Corporation""Sensient Technologies Corp/a
",SXT,Materials,Specialty Chemicals,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SXT&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Synaptics"" title=""Synaptics""Synaptics/a
",SYNA,Information Technology,Semiconductors,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SYNA&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Syneos_Health"" title=""Syneos Health""Syneos Health/a
",SYNH,Health Care,Life Sciences Tools &amp; Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SYNH&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Tetra_Tech"" title=""Tetra Tech""Tetra Tech/a
",TTEK,Industrials,Environmental &amp; Facilities Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TTEK&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Texas_Capital_Bancshares"" title=""Texas Capital Bancshares""Texas Capital Bancshares/a
",TCBI,Financials,Regional Banks,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TCBI&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Taylor_Morrison_Home_Corp"" title=""Taylor Morrison Home Corp""Taylor Morrison Home Corp/a
",TMHC,Consumer Discretionary,Homebuilding,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TMHC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Teradata"" title=""Teradata""Teradata/a
",TDC,Information Technology,IT Consulting &amp; Other Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TDC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Telephone_and_Data_Systems"" title=""Telephone and Data Systems""Telephone and Data Systems/a
",TDS,Communication Services,Integrated Telecommunication Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TDS&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Terex"" title=""Terex""Terex/a
",TEX,Industrials,Construction Machinery &amp; Heavy Trucks,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TEX&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Tegna_Inc."" title=""Tegna Inc.""Tegna/a
",TGNA,Communication Services,Broadcasting,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TGNA&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Tenet_Healthcare"" title=""Tenet Healthcare""Tenet Healthcare Corp/a
",THC,Health Care,Health Care Facilities,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=THC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Hanover_Insurance"" title=""Hanover Insurance""Hanover Insurance Group Inc/a
",THG,Financials,Property &amp; Casualty Insurance,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=THG&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Thor_Industries"" title=""Thor Industries""Thor Industries/a
",THO,Consumer Discretionary,Leisure Products,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=THO&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
