Ticker,Index,MarketCap,Income,Sales,Booksh,Cashsh,Dividend,Dividend_Percentage,Employees,Recom,PriceToEarnings,ForwardPTE,PEG,PriceToSales,PriceToBook,PutCallRatio,PFCF,QuickRatio,CurrentRatio,DebtEquity,LdDebtEquity,SMA20,SMA50,SMA200,ROA,ROE,ROI,GrossMargin,OperationalMargin,ProfitMargin,Payout,SHSOutstanding,ShsFloat,ShoartFloat,ShortRatio,TargetPrice,52WH,52WL,AVGVol,Vol,PerformaceHalfYear,PerformanceYear,PerformanceYTD,,
[['ITRI'], '-', '3.51B', '-24.40M', '2.07B', '26.04', '4.66', '-', '-', '6749', '1.90', '-', '32.36', '-', '1.69', '3.03', '16.93', '20.77', '1.30', '1.60', '0.41', '0.41', '-5.56%', '-10.83%', '-17.29%', '-0.90%', '-2.50%', '-0.60%', '29.40%', '1.60%', '-1.20%', '-', '45.14M', '44.92M', '3.76%', '4.82', '90.80', '-37.43%', '43.07%', '350.46K', '29,775', '-11.75%', '33.54%', '-17.79%'],
[['IVC'], '-', '209.03M', '-37.10M', '858.00M', '8.03', '2.20', '-', '-', '3400', '2.00', '-', '-', '-', '0.24', '0.73', '2.67', '-', '1.00', '1.60', '1.37', '1.31', '-23.31%', '-25.13%', '-33.09%', '-3.90%', '-12.10%', '-4.40%', '28.10%', '-3.90%', '-4.30%', '-', '34.97M', '33.02M', '30.62%', '18.62', '-', '-48.08%', '12.92%', '543.01K', '171,312', '-28.97%', '-18.84%', '-34.53%'],
[['IVR'], '-', '892.20M', '99.70M', '176.50M', '3.63', '0.47', '0.36', '11.54%', '-', '3.80', '4.51', '8.12', '-', '5.05', '0.86', '6.62', '23.17', '-', '-', '8.30', '0.00', '-0.86%', '-5.05%', '-14.55%', '1.20%', '12.00%', '2.10%', '77.10%', '81.70%', '56.50%', '44.80%', '260.14M', '-', '-', '4.79', '3.00', '-33.21%', '21.68%', '7.06M', '752,235', '-22.00%', '6.85%', '-7.69%'],
[['JBSS'], '-', '926.41M', '59.70M', '858.50M', '21.06', '0.06', '0.65', '0.80%', '1300', '1.00', '15.78', '16.68', '-', '1.08', '3.87', '1323.44', '42.11', '0.80', '2.20', '0.10', '0.04', '-4.26%', '-7.10%', '-4.90%', '15.10%', '25.40%', '24.40%', '21.50%', '9.90%', '7.00%', '12.50%', '11.52M', '8.72M', '3.00%', '6.24', '-', '-12.90%', '19.75%', '41.86K', '4,840', '-7.20%', '13.99%', '9.01%'],
[['JBT'], '-', '4.64B', '104.80M', '1.75B', '21.43', '6.66', '0.40', '0.26%', '6200', '2.40', '46.74', '26.70', '2.98', '2.65', '7.13', '22.95', '20.17', '1.20', '1.60', '0.94', '0.93', '3.80%', '6.58%', '11.81%', '5.70%', '16.10%', '10.90%', '31.00%', '9.00%', '6.00%', '12.20%', '32.00M', '31.14M', '3.98%', '7.03', '149.80', '-0.86%', '87.75%', '176.44K', '24,956', '11.94%', '52.29%', '34.14%'],
[['JJSF'], '-', '2.94B', '43.30M', '1.07B', '43.85', '15.02', '2.53', '1.64%', '4100', '2.20', '68.14', '32.42', '11.36', '2.74', '3.52', '10.27', '269.53', '2.80', '3.50', '0.00', '0.00', '-4.32%', '-5.95%', '-5.22%', '4.10%', '5.30%', '1.70%', '24.30%', '4.60%', '4.00%', '101.00%', '19.05M', '11.19M', '9.08%', '13.88', '176.67', '-15.43%', '23.04%', '73.17K', '4,082', '-4.05%', '14.55%', '-0.79%'],
[['JOE'], '-', '2.55B', '55.00M', '219.40M', '9.66', '0.56', '0.32', '0.74%', '399', '-', '46.15', '-', '-', '11.64', '4.46', '76.71', '43.66', '-', '-', '0.63', '0.63', '-5.84%', '-5.28%', '-7.06%', '5.20%', '10.00%', '3.80%', '50.80%', '34.50%', '25.00%', '24.60%', '58.88M', '54.91M', '1.21%', '4.50', '-', '-27.11%', '112.41%', '147.26K', '20,751', '-7.30%', '104.37%', '1.44%'],
[['JRVR'], '-', '1.23B', '-76.60M', '746.20M', '24.94', '10.01', '1.20', '3.52%', '683', '2.10', '-', '13.59', '-', '1.65', '1.37', '3.41', '-', '-', '-', '0.43', '0.43', '-8.90%', '-10.66%', '-22.16%', '-1.50%', '-9.80%', '1.30%', '-', '-11.60%', '-10.30%', '-', '37.27M', '36.29M', '2.76%', '4.52', '45.33', '-42.55%', '7.25%', '221.73K', '9,897', '-26.73%', '-23.51%', '-30.68%'],
[['JYNT'], '-', '1.53B', '17.20M', '70.20M', '1.88', '1.28', '-', '-', '225', '2.20', '91.13', '180.56', '3.65', '21.85', '56.47', '82.93', '119.86', '1.10', '1.10', '0.08', '0.00', '-0.24%', '8.70%', '71.40%', '26.20%', '85.70%', '51.50%', '89.40%', '11.90%', '24.50%', '0.00%', '14.29M', '13.90M', '5.91%', '3.75', '124.60', '-8.72%', '532.38%', '219.28K', '23,845', '148.35%', '513.70%', '304.30%'],
[['KALU'], '-', '1.82B', '-11.60M', '1.59B', '45.51', '-', '2.88', '2.57%', '3780', '3.00', '-', '14.69', '-', '1.14', '2.46', '-', '53.63', '1.90', '2.70', '1.45', '1.45', '-10.19%', '-9.78%', '-5.75%', '-0.60%', '-1.60%', '4.50%', '14.20%', '1.40%', '-0.70%', '-', '15.84M', '15.67M', '3.28%', '4.87', '126.00', '-22.86%', '115.52%', '105.54K', '8,795', '-1.56%', '84.19%', '13.20%'],
[['KAMN'], '-', '979.85M', '-50.10M', '753.30M', '27.96', '3.55', '0.80', '2.27%', '3193', '3.00', '-', '16.79', '-', '1.30', '1.26', '9.96', '23.00', '2.50', '4.00', '0.00', '0.24', '-9.22%', '-17.14%', '-32.20%', '-3.90%', '-6.50%', '-7.30%', '31.30%', '-7.10%', '-6.60%', '-', '27.87M', '27.34M', '2.76%', '5.09', '49.67', '-42.32%', '0.52%', '148.30K', '22,462', '-34.00%', '-23.95%', '-38.19%'],
[['KELYA'], '-', '790.12M', '89.10M', '4.74B', '31.57', '1.60', '0.20', '1.02%', '7100', '1.20', '8.69', '9.63', '0.58', '0.17', '0.62', '12.27', '18.46', '1.40', '1.40', '0.00', '0.00', '-2.39%', '-8.42%', '-13.65%', '3.50%', '7.40%', '-4.90%', '18.10%', '0.70%', '1.90%', '0.00%', '39.40M', '35.37M', '1.13%', '2.68', '29.50', '-28.50%', '23.97%', '149.79K', '33,050', '-9.99%', '14.05%', '-4.52%'],
[['KFY'], '-', '3.99B', '215.00M', '2.06B', '26.86', '13.13', '0.48', '0.66%', '7889', '1.40', '18.08', '15.14', '1.21', '1.93', '2.72', '5.56', '-', '2.30', '2.30', '0.28', '0.28', '-0.20%', '3.51%', '16.59%', '-', '-', '6.10%', '95.70%', '-', '-', '-', '52.76M', '52.27M', '1.51%', '2.85', '97.75', '-6.50%', '156.10%', '277.13K', '25,747', '13.08%', '143.85%', '67.72%'],
[['KLIC'], '-', '4.24B', '249.20M', '1.21B', '15.69', '10.13', '0.56', '0.83%', '2544', '2.20', '17.13', '12.48', '0.86', '3.50', '4.31', '6.67', '27.23', '3.30', '3.80', '0.00', '0.00', '-6.38%', '4.36%', '29.05%', '20.50%', '29.30%', '6.10%', '45.80%', '23.20%', '20.60%', '13.40%', '62.02M', '60.42M', '3.64%', '2.20', '78.80', '-13.12%', '199.19%', '998.72K', '138,462', '38.20%', '188.43%', '112.45%'],
[['KN'], '-', '1.74B', '65.10M', '849.80M', '14.40', '1.01', '-', '-', '7000', '2.10', '27.35', '12.40', '1.82', '2.05', '1.30', '18.50', '13.33', '0.70', '1.30', '0.13', '0.00', '-6.19%', '-6.46%', '-7.56%', '3.90%', '5.00%', '1.40%', '38.70%', '10.80%', '7.70%', '0.00%', '92.49M', '89.99M', '6.78%', '8.32', '24.83', '-16.73%', '31.22%', '733.48K', '106,686', '-11.97%', '23.30%', '1.36%'],
[['KOP'], '-', '662.57M', '110.10M', '1.68B', '19.34', '2.07', '-', '-', '2061', '1.80', '5.82', '6.06', '0.32', '0.39', '1.53', '14.25', '17.76', '1.20', '2.30', '1.96', '1.94', '-8.56%', '-5.98%', '-11.01%', '9.10%', '41.70%', '12.10%', '22.80%', '10.80%', '8.80%', '0.00%', '21.29M', '20.60M', '2.46%', '4.48', '43.40', '-25.81%', '54.65%', '113.22K', '23,665', '-20.83%', '30.94%', '-5.33%'],
[['KRA'], '-', '1.34B', '-355.20M', '1.71B', '21.08', '1.73', '-', '-', '1808', '3.00', '-', '13.77', '-', '0.78', '1.89', '23.10', '8.18', '0.70', '1.60', '1.35', '1.23', '-5.64%', '-0.86%', '9.87%', '-14.40%', '-56.10%', '-10.70%', '27.00%', '-16.50%', '-20.80%', '-', '32.15M', '31.19M', '4.79%', '4.46', '46.33', '-14.49%', '148.80%', '334.72K', '49,815', '7.37%', '110.65%', '43.72%'],
[['KREF'], '-', '1.18B', '118.60M', '267.60M', '22.01', '2.13', '1.72', '8.15%', '-', '2.00', '9.92', '11.66', '0.57', '4.42', '0.96', '9.93', '48.30', '-', '-', '3.48', '3.48', '-1.21%', '-0.91%', '5.10%', '2.30%', '10.90%', '1.10%', '58.20%', '45.50%', '44.30%', '80.60%', '55.63M', '40.66M', '3.39%', '3.23', '21.93', '-10.53%', '30.89%', '426.93K', '104,124', '12.53%', '15.29%', '17.80%'],
[['KRG'], '-', '1.77B', '13.00M', '272.30M', '14.36', '1.05', '0.72', '3.49%', '113', '2.10', '134.90', '106.94', '-', '6.49', '1.44', '19.66', '47.13', '-', '-', '1.06', '1.06', '-0.33%', '0.52%', '4.82%', '0.50%', '1.10%', '1.50%', '71.40%', '23.50%', '4.80%', '294.70%', '84.51M', '83.72M', '7.99%', '8.84', '23.15', '-12.71%', '102.00%', '756.71K', '55,472', '4.61%', '67.13%', '37.97%'],
[['KTB'], '-', '3.14B', '192.10M', '2.39B', '2.67', '3.02', '1.60', '2.96%', '14000', '2.20', '16.44', '11.93', '0.68', '1.32', '20.24', '17.89', '11.25', '1.10', '2.10', '5.15', '5.08', '-2.39%', '-4.84%', '0.42%', '12.30%', '192.60%', '11.30%', '44.80%', '11.50%', '8.00%', '47.70%', '57.61M', '53.03M', '5.86%', '6.13', '75.75', '-23.35%', '144.74%', '506.81K', '171,607', '2.37%', '120.80%', '33.21%'],
[['KWR'], '-', '4.45B', '147.40M', '1.62B', '77.23', '7.84', '1.58', '0.66%', '4200', '2.80', '29.04', '27.72', '1.15', '2.75', '3.11', '30.59', '56.44', '1.60', '2.20', '0.65', '0.62', '-7.19%', '-5.02%', '-6.25%', '5.10%', '11.20%', '2.90%', '36.60%', '9.50%', '9.10%', '18.90%', '17.80M', '13.40M', '10.06%', '27.34', '275.00', '-22.18%', '38.00%', '49.31K', '2,776', '-3.39%', '28.45%', '-5.36%'],
[['LCII'], '-', '3.33B', '259.00M', '3.70B', '39.02', '3.90', '3.60', '2.72%', '12400', '1.40', '12.95', '11.33', '0.65', '0.90', '3.39', '33.94', '-', '1.10', '2.20', '1.02', '0.95', '-5.77%', '-7.70%', '-6.85%', '10.70%', '27.80%', '10.40%', '24.80%', '9.50%', '7.00%', '30.60%', '25.27M', '24.59M', '5.10%', '8.75', '173.13', '-17.35%', '27.28%', '143.19K', '9,747', '-4.67%', '24.37%', '2.09%'],
[['LDL'], '-', '1.12B', '-0.60M', '866.20M', '15.66', '5.68', '-', '-', '3500', '3.00', '-', '29.50', '-', '1.29', '3.96', '10.90', '53.22', '1.50', '1.90', '0.95', '0.91', '0.12%', '0.79%', '45.48%', '-0.10%', '-0.20%', '-10.50%', '20.10%', '1.80%', '-0.10%', '-', '17.57M', '17.19M', '5.65%', '2.67', '62.10', '-0.16%', '294.15%', '363.70K', '55,575', '74.90%', '267.22%', '106.29%'],
[['LGIH'], '-', '3.83B', '443.20M', '2.93B', '51.78', '4.57', '-', '-', '938', '3.10', '8.95', '9.08', '0.60', '1.31', '3.03', '34.29', '19.89', '-', '-', '0.45', '0.45', '-2.73%', '-4.15%', '5.70%', '23.70%', '38.10%', '19.10%', '26.70%', '17.40%', '15.10%', '0.00%', '24.84M', '21.93M', '9.13%', '9.97', '168.33', '-19.07%', '59.24%', '200.83K', '30,182', '10.80%', '42.97%', '48.18%'],
[['LGND'], '-', '2.25B', '47.90M', '251.70M', '47.21', '19.41', '-', '-', '155', '2.00', '52.04', '35.63', '3.76', '8.94', '3.07', '7.45', '50.69', '7.10', '7.80', '0.40', '0.40', '8.99%', '16.22%', '6.26%', '3.70%', '6.50%', '2.90%', '77.40%', '23.20%', '19.00%', '0.00%', '16.66M', '15.87M', '10.13%', '6.82', '207.00', '-36.32%', '78.81%', '235.77K', '23,773', '-9.52%', '53.72%', '45.53%'],
[['LKFN'], '-', '1.60B', '94.70M', '191.40M', '26.59', '23.71', '1.36', '2.11%', '585', '3.00', '17.40', '18.65', '1.74', '8.35', '2.43', '2.72', '23.74', '-', '-', '0.00', '0.00', '-4.84%', '-3.72%', '-1.16%', '1.60%', '14.40%', '21.50%', '-', '90.00%', '49.50%', '34.40%', '25.47M', '24.34M', '6.64%', '5.69', '63.67', '-18.57%', '59.32%', '284.30K', '10,709', '-10.85%', '48.51%', '20.51%'],
[['LL'], '-', '556.65M', '70.90M', '1.18B', '8.64', '3.93', '-', '-', '2230', '3.00', '8.12', '13.66', '0.27', '0.47', '2.25', '4.95', '6.28', '0.50', '1.50', '0.00', '0.00', '-4.86%', '-3.36%', '-22.48%', '10.40%', '30.40%', '20.00%', '39.10%', '6.00%', '5.80%', '0.00%', '29.04M', '28.16M', '5.16%', '4.12', '20.50', '-45.70%', '9.23%', '352.61K', '33,215', '-22.92%', '-9.90%', '-36.66%'],
[['LMAT'], '-', '1.26B', '28.80M', '150.50M', '9.02', '0.98', '0.44', '0.78%', '386', '2.20', '40.85', '38.97', '-', '8.37', '6.29', '58.05', '39.99', '2.40', '4.20', '0.12', '0.10', '-2.75%', '-1.28%', '9.98%', '11.40%', '16.50%', '10.80%', '64.90%', '25.60%', '19.10%', '28.10%', '20.61M', '19.04M', '5.48%', '7.13', '64.60', '-13.88%', '77.96%', '146.26K', '15,406', '18.58%', '76.16%', '40.10%'],
[['LNN'], '-', '1.65B', '51.30M', '542.40M', '30.82', '13.16', '1.32', '0.85%', '1125', '2.80', '33.05', '31.14', '1.44', '3.05', '5.02', '11.76', '110.12', '2.00', '2.90', '0.34', '0.34', '-6.75%', '-7.42%', '-3.97%', '8.60%', '16.40%', '10.60%', '29.90%', '11.50%', '9.50%', '27.30%', '10.91M', '10.81M', '1.21%', '2.49', '185.50', '-15.98%', '64.76%', '52.62K', '6,534', '-6.78%', '55.00%', '20.40%'],
[['LNTH'], '-', '1.73B', '-27.40M', '376.30M', '7.53', '1.35', '-', '-', '595', '1.30', '-', '27.62', '-', '4.61', '3.40', '18.94', '54.00', '2.10', '2.50', '0.35', '0.33', '-2.37%', '-2.70%', '17.43%', '-3.20%', '-5.30%', '-0.80%', '43.70%', '-4.30%', '-7.30%', '-', '67.50M', '65.68M', '4.31%', '5.76', '32.00', '-12.41%', '139.26%', '491.71K', '17,206', '27.74%', '95.27%', '89.77%'],
[['LOCO'], '-', '627.94M', '28.20M', '451.00M', '8.14', '0.35', '-', '-', '4711', '2.60', '22.40', '18.33', '1.49', '1.39', '2.14', '49.84', '14.57', '0.40', '0.40', '0.14', '0.14', '-4.59%', '-6.18%', '-5.91%', '4.60%', '10.00%', '8.20%', '50.10%', '8.70%', '6.20%', '0.00%', '35.93M', '19.32M', '9.33%', '11.54', '21.00', '-22.45%', '22.04%', '156.23K', '5,518', '-3.92%', '9.72%', '-3.98%'],
[['LPG'], '-', '471.35M', '86.30M', '305.70M', '22.92', '-', '4.00', '34.90%', '83', '1.90', '6.40', '6.14', '0.43', '1.54', '0.50', '-', '3.15', '2.00', '2.10', '0.62', '0.56', '-11.00%', '-6.92%', '-8.24%', '5.30%', '8.90%', '7.50%', '93.20%', '35.00%', '28.20%', '0.00%', '40.95M', '31.89M', '5.11%', '4.15', '17.00', '-22.32%', '63.05%', '392.20K', '96,297', '-9.44%', '41.80%', '1.78%'],
[['LPI'], '-', '1.13B', '-611.50M', '906.20M', '-12.17', '12.32', '-', '-', '257', '2.50', '-', '3.01', '-', '1.25', '-', '5.85', '2.85', '0.60', '0.60', '-', '-', '19.29%', '22.22%', '55.06%', '-38.90%', '-', '-73.40%', '57.10%', '-1.40%', '-67.50%', '-', '12.67M', '12.08M', '19.29%', '2.94', '80.56', '-32.00%', '775.40%', '792.75K', '237,426', '109.44%', '521.64%', '266.04%'],
[['LPSN'], '-', '4.66B', '-94.30M', '424.40M', '3.79', '9.72', '-', '-', '1201', '1.90', '-', '-', '-', '10.99', '18.01', '7.02', '435.91', '3.60', '3.60', '2.15', '2.14', '1.59%', '5.14%', '10.15%', '-10.40%', '-42.40%', '-11.60%', '69.50%', '-16.30%', '-22.20%', '-', '69.06M', '64.97M', '18.06%', '24.07', '73.71', '-8.35%', '42.40%', '487.55K', '42,214', '26.86%', '42.85%', '9.66%'],
[['LQDT'], '-', '850.58M', '23.60M', '243.10M', '3.49', '-', '-', '-', '574', '1.00', '35.81', '37.87', '-', '3.50', '6.95', '-', '14.82', '1.10', '1.30', '0.00', '0.00', '-3.59%', '3.13%', '15.05%', '11.00%', '21.00%', '-4.20%', '58.80%', '10.00%', '9.70%', '0.00%', '33.37M', '26.81M', '6.83%', '7.29', '32.50', '-22.20%', '252.03%', '251.16K', '11,989', '21.93%', '250.80%', '52.36%'],
[['LTC'], '-', '1.32B', '61.40M', '162.90M', '19.25', '0.14', '2.28', '6.83%', '24', '3.30', '21.30', '19.95', '5.33', '8.09', '1.73', '231.18', '102.15', '-', '-', '0.82', '0.82', '-2.70%', '-8.12%', '-15.95%', '4.20%', '8.10%', '3.70%', '91.10%', '34.80%', '37.70%', '145.30%', '39.17M', '38.58M', '3.03%', '3.97', '37.86', '-25.84%', '3.62%', '294.63K', '59,021', '-22.06%', '-7.90%', '-14.26%'],
[['LTHM'], '-', '4.09B', '-11.10M', '348.70M', '5.36', '1.32', '-', '-', '906', '2.70', '-', '65.94', '-', '11.72', '4.64', '18.87', '-', '4.30', '5.60', '0.30', '0.30', '-6.05%', '4.28%', '19.80%', '-1.10%', '-1.80%', '-1.80%', '14.70%', '-2.90%', '-3.20%', '-', '148.70M', '145.46M', '18.49%', '9.46', '23.90', '-13.79%', '218.20%', '2.84M', '788,923', '37.73%', '177.15%', '31.95%'],
[['LXP'], '-', '3.76B', '253.40M', '341.90M', '7.01', '0.70', '0.43', '3.22%', '55', '2.60', '14.60', '124.95', '2.92', '11.00', '1.91', '19.16', '47.21', '-', '-', '0.76', '0.76', '-2.00%', '0.84%', '12.35%', '7.10%', '13.50%', '3.20%', '88.30%', '31.40%', '74.10%', '46.20%', '275.57M', '272.07M', '10.57%', '14.40', '14.25', '-5.46%', '35.69%', '2.00M', '172,283', '20.56%', '23.45%', '25.89%'],
[['LZB'], '-', '1.48B', '126.20M', '1.97B', '16.76', '7.96', '0.60', '1.80%', '11500', '2.00', '12.19', '9.69', '1.56', '0.75', '1.99', '4.18', '10.62', '1.00', '1.40', '0.00', '0.00', '-4.30%', '-4.19%', '-16.95%', '7.20%', '16.50%', '12.70%', '41.90%', '8.50%', '6.40%', '18.50%', '45.07M', '43.47M', '5.17%', '5.15', '50.00', '-29.50%', '10.31%', '436.38K', '30,922', '-24.56%', '2.05%', '-16.44%'],
[['MANT'], '-', '3.14B', '130.80M', '2.56B', '40.11', '1.59', '1.52', '1.97%', '9400', '2.40', '24.02', '20.43', '4.47', '1.23', '1.92', '48.31', '32.73', '1.60', '1.60', '0.00', '0.02', '-2.52%', '-7.45%', '-10.40%', '5.90%', '8.20%', '7.70%', '14.90%', '6.70%', '5.10%', '43.30%', '40.61M', '27.23M', '1.27%', '2.84', '89.86', '-24.64%', '23.33%', '121.36K', '5,878', '-9.39%', '7.34%', '-13.38%'],
[['MATW'], '-', '1.03B', '14.00M', '1.63B', '19.77', '1.52', '0.86', '2.54%', '11000', '1.70', '76.73', '10.82', '-', '0.63', '1.71', '22.19', '10.02', '1.30', '1.90', '1.27', '1.26', '-3.68%', '-2.63%', '-6.48%', '0.70%', '2.30%', '-3.10%', '33.10%', '3.40%', '0.90%', '192.30%', '31.66M', '29.64M', '2.81%', '6.35', '52.67', '-23.66%', '59.05%', '131.17K', '14,166', '-16.30%', '43.09%', '15.10%'],
[['MATX'], '-', '3.67B', '406.20M', '2.93B', '26.96', '0.39', '1.20', '1.44%', '4149', '2.00', '8.95', '11.21', '0.60', '1.25', '3.08', '211.05', '11.65', '0.80', '0.80', '0.55', '0.50', '-1.66%', '8.29%', '18.12%', '13.90%', '40.10%', '12.60%', '25.30%', '18.80%', '13.90%', '9.80%', '43.50M', '42.77M', '2.96%', '3.83', '79.00', '-9.35%', '116.87%', '330.11K', '76,003', '11.86%', '100.97%', '45.90%'],
[['MCRI'], '-', '1.19B', '52.30M', '290.90M', '21.57', '1.57', '-', '-', '2300', '1.50', '24.36', '15.27', '1.74', '4.11', '3.08', '42.22', '85.34', '0.60', '0.60', '0.33', '0.29', '0.18%', '1.68%', '2.24%', '8.00%', '13.90%', '4.40%', '56.00%', '18.50%', '18.00%', '0.00%', '18.59M', '13.33M', '2.24%', '4.72', '82.50', '-14.01%', '62.60%', '63.18K', '13,116', '3.01%', '44.21%', '8.48%'],
[['MCS'], '-', '507.55M', '-132.50M', '213.60M', '13.93', '0.28', '-', '-', '4200', '1.70', '-', '217.60', '-', '2.38', '1.17', '58.34', '-', '0.40', '0.40', '0.80', '0.69', '2.00%', '-0.40%', '-11.97%', '-10.40%', '-26.90%', '-15.70%', '26.50%', '-77.20%', '-60.80%', '-', '31.40M', '23.55M', '16.72%', '10.60', '24.33', '-36.06%', '130.99%', '371.36K', '52,067', '-27.31%', '81.54%', '21.07%'],
[['MD'], '-', '2.52B', '37.70M', '1.80B', '9.53', '5.06', '-', '-', '5600', '3.00', '65.91', '16.92', '51.09', '1.40', '3.04', '5.73', '23.85', '2.10', '2.10', '1.23', '1.23', '-8.07%', '-6.16%', '3.34%', '-1.80%', '-6.70%', '3.30%', '-', '6.40%', '-2.90%', '-', '84.91M', '84.19M', '5.25%', '8.45', '30.60', '-18.88%', '132.08%', '523.05K', '37,275', '5.84%', '56.59%', '18.17%'],
[['MDC'], '-', '3.60B', '508.50M', '4.75B', '33.18', '10.41', '1.60', '3.10%', '1773', '2.50', '7.43', '5.11', '0.59', '0.76', '1.55', '4.95', '-', '-', '-', '0.67', '0.60', '-3.97%', '-2.93%', '-6.27%', '12.50%', '23.50%', '11.20%', '23.30%', '13.60%', '10.70%', '19.80%', '70.29M', '56.58M', '3.44%', '3.98', '71.50', '-22.49%', '29.79%', '488.07K', '85,580', '-9.61%', '17.23%', '14.56%'],
[['MDP'], '-', '1.73B', '291.00M', '2.98B', '14.11', '5.89', '-', '-', '5050', '2.70', '6.75', '7.28', '0.26', '0.58', '3.00', '7.19', '4.75', '1.30', '1.30', '4.21', '4.20', '-0.29%', '-1.84%', '26.73%', '5.20%', '48.40%', '14.00%', '65.60%', '18.90%', '9.80%', '0.00%', '46.20M', '40.15M', '2.97%', '5.20', '44.50', '-11.04%', '288.93%', '229.22K', '17,017', '21.34%', '214.73%', '120.31%'],
[['MDRX'], '-', '1.72B', '-74.20M', '1.42B', '10.20', '1.90', '-', '-', '8400', '2.50', '-', '16.45', '-', '1.21', '1.40', '7.51', '-', '1.40', '1.40', '0.00', '0.30', '-7.13%', '-14.82%', '-14.07%', '26.50%', '51.10%', '-6.30%', '38.40%', '-6.60%', '53.40%', '0.00%', '136.65M', '122.50M', '13.73%', '11.07', '17.86', '-26.60%', '84.77%', '1.52M', '151,377', '-7.76%', '72.64%', '-1.25%'],
[['MED'], '-', '2.53B', '150.50M', '1.27B', '16.57', '17.14', '5.68', '2.59%', '713', '1.70', '17.32', '13.02', '0.87', '1.99', '13.25', '12.81', '34.69', '1.40', '2.00', '0.00', '0.00', '-5.64%', '-13.78%', '-13.60%', '49.00%', '90.30%', '65.40%', '74.40%', '15.50%', '11.80%', '39.90%', '11.75M', '11.21M', '3.04%', '3.14', '363.33', '-36.27%', '53.85%', '108.62K', '12,589', '-7.88%', '26.22%', '11.82%'],
[['MEI'], '-', '1.64B', '130.70M', '1.18B', '24.63', '5.45', '0.56', '1.30%', '7200', '3.00', '12.65', '11.52', '0.84', '1.39', '1.75', '7.91', '13.02', '2.50', '3.20', '0.25', '0.24', '-5.98%', '-8.95%', '-4.21%', '8.90%', '14.50%', '10.90%', '25.60%', '13.40%', '11.00%', '13.70%', '37.94M', '36.58M', '1.70%', '3.36', '49.00', '-16.23%', '75.43%', '185.30K', '36,241', '-1.98%', '55.78%', '12.57%'],
[['MERC'], '-', '730.41M', '21.90M', '1.55B', '9.16', '5.82', '0.26', '2.35%', '2375', '2.40', '33.48', '5.29', '5.84', '0.47', '1.21', '1.90', '35.98', '2.40', '3.50', '0.00', '2.01', '-2.55%', '-4.13%', '-15.02%', '1.00%', '3.80%', '3.20%', '13.80%', '6.60%', '1.40%', '78.20%', '65.94M', '40.47M', '2.46%', '4.42', '15.90', '-39.36%', '90.64%', '224.66K', '42,330', '-23.16%', '52.20%', '7.80%'],
[['MGLN'], '-', '2.49B', '-19.90M', '4.74B', '73.53', '38.92', '-', '-', '9000', '3.00', '-', '26.43', '-', '0.52', '1.29', '2.43', '-', '3.10', '3.20', '0.28', '0.27', '0.00%', '0.07%', '2.08%', '9.30%', '16.90%', '1.20%', '2.90%', '0.00%', '6.50%', '0.00%', '26.16M', '25.84M', '6.55%', '7.36', '93.50', '-0.85%', '36.44%', '230.13K', '20,142', '0.85%', '27.71%', '14.22%'],
[['MGPI'], '-', '1.38B', '57.10M', '487.10M', '27.08', '1.70', '0.48', '0.76%', '360', '2.70', '20.27', '19.94', '1.35', '2.83', '2.33', '36.99', '23.73', '1.50', '4.20', '0.46', '0.45', '-5.31%', '-3.74%', '-0.25%', '10.80%', '16.50%', '13.90%', '29.60%', '15.90%', '11.70%', '15.40%', '21.92M', '12.56M', '20.32%', '29.52', '73.33', '-19.93%', '65.41%', '86.48K', '8,221', '-0.66%', '58.16%', '33.89%'],
[['MHO'], '-', '1.82B', '346.10M', '3.54B', '50.10', '12.80', '-', '-', '1515', '2.00', '5.37', '4.66', '0.43', '0.51', '1.25', '4.89', '7.31', '-', '-', '0.56', '0.56', '-5.86%', '-2.55%', '4.07%', '13.00%', '26.40%', '11.70%', '24.10%', '12.80%', '9.80%', '0.00%', '29.27M', '28.70M', '3.40%', '3.47', '88.00', '-19.58%', '49.58%', '281.24K', '77,239', '12.95%', '40.41%', '41.36%'],
[['MLAB'], '-', '1.58B', '4.10M', '138.90M', '77.45', '54.70', '0.64', '0.20%', '506', '2.30', '457.55', '142.14', '-', '11.37', '4.05', '5.73', '40.82', '9.10', '9.40', '0.42', '0.42', '13.42%', '12.12%', '16.35%', '0.70%', '1.00%', '2.40%', '64.00%', '8.60%', '2.90%', '81.10%', '5.15M', '4.94M', '3.40%', '6.20', '286.67', '-1.53%', '37.19%', '27.03K', '4,991', '24.14%', '26.38%', '9.34%'],
[['MLI'], '-', '2.42B', '251.10M', '3.13B', '16.90', '1.90', '0.52', '1.25%', '5007', '2.00', '9.36', '6.29', '0.78', '0.77', '2.46', '21.87', '39.81', '1.90', '3.00', '0.38', '0.37', '-7.55%', '-6.25%', '-3.00%', '15.60%', '30.60%', '15.60%', '19.30%', '11.70%', '8.00%', '10.20%', '55.95M', '55.47M', '1.13%', '2.68', '-', '-15.88%', '55.11%', '233.21K', '33,762', '-2.70%', '44.36%', '18.17%'],
